# Program:featureCounts v1.6.0; Command:"featureCounts" "-g" "gene_id" "-T" "8" "-G" "genome/candida_lusitaniae_ATCC42720_w_CBS_6936_MT.fasta" "-s" "1" "-a" "genome/candida_lusitaniae_1_transcripts.gtf" "--tmpDir" "/scratch" "-o" "results/featureCounts/L4C.r1.gsnap_reads.tab" "-F" "GTF" "aln/L4C.r1.gsnap.bam" 
Geneid	Chr	Start	End	Strand	Length	aln/L4C.r1.gsnap.bam
CLUG_01814	Supercontig_1.2	1188624	1189487	+	864	266
CLUG_01815	Supercontig_1.2	1191225	1192055	+	831	4065
CLUG_01816	Supercontig_1.2	1192475	1194208	-	1734	6997
CLUG_01817	Supercontig_1.2	1194759	1195886	-	1128	639
CLUG_01818	Supercontig_1.2	1196163	1197269	-	1107	1945
CLUG_01819	Supercontig_1.2	1197745	1198416	+	672	460
CLUG_01820	Supercontig_1.2	1198487	1204219	-	5733	4569
CLUG_01821	Supercontig_1.2	1204696	1206378	+	1683	1539
CLUG_01822	Supercontig_1.2	1206627	1207238	+	612	568
CLUG_01823	Supercontig_1.2	1207484	1209556	-	2073	1700
CLUG_01824	Supercontig_1.2	1210735	1211715	-	981	3628
CLUG_01825	Supercontig_1.2	1212086	1214569	-	2484	1159
CLUG_01826	Supercontig_1.2	1215188	1216729	+	1542	556
CLUG_01827	Supercontig_1.2	1217501	1218547	+	1047	394919
CLUG_01828	Supercontig_1.2	1218971	1219654	-	684	432
CLUG_01829	Supercontig_1.2	1219708	1222185	+	2478	1289
CLUG_01830	Supercontig_1.2	1224095	1225681	+	1587	2287
CLUG_01831	Supercontig_1.2	1226358	1227350	+	993	878
CLUG_01832	Supercontig_1.2	1228102	1229592	-	1491	1604
CLUG_01833	Supercontig_1.2	1230596	1231162	-	567	14
CLUG_01834	Supercontig_1.2	1231365	1233437	-	2073	22
CLUG_01835	Supercontig_1.2	1233779	1235305	+	1527	27
CLUG_01836	Supercontig_1.2	1236233	1238494	-	2262	2423
CLUG_01837	Supercontig_1.2	1238802	1240385	+	1584	4608
CLUG_01838	Supercontig_1.2	1241072	1243792	+	2721	889
CLUG_01839	Supercontig_1.2	1242130	1242756	-	627	4
CLUG_01840	Supercontig_1.2	1242161	1243516	-	1356	349
CLUG_01841	Supercontig_1.2	1244507	1245454	+	948	1164
CLUG_01842	Supercontig_1.2	1245823	1247007	-	1185	903
CLUG_01843	Supercontig_1.2	1248293	1250437	+	2145	12256
CLUG_01844	Supercontig_1.2	1250523	1255358	-	4836	10323
CLUG_01845	Supercontig_1.2	1256465	1257715	-	1251	4764
CLUG_01846	Supercontig_1.2	1258890	1260434	-	1545	1024
CLUG_01847	Supercontig_1.2	1259759	1260295	+	537	279
CLUG_01848	Supercontig_1.2	1261045	1262856	+	1812	2116
CLUG_01849	Supercontig_1.2	1263176	1263811	+	636	1441
CLUG_01850	Supercontig_1.2	1264903	1265757	-	855	984
CLUG_01851	Supercontig_1.2	1266064	1268970	+	2907	1097
CLUG_01852	Supercontig_1.2	1270557	1273616	+	3060	3975
CLUG_01853	Supercontig_1.2	1274719	1277124	+	2406	1356
CLUG_01854	Supercontig_1.2	1277905	1278813	+	909	150
CLUG_01855	Supercontig_1.2	1283043	1283615	+	573	814
CLUG_01856	Supercontig_1.2	1285928	1287415	-	1488	12593
CLUG_01857	Supercontig_1.2	1288173	1290683	-	2511	1690
CLUG_01858	Supercontig_1.2	1291057	1292748	-	1692	3005
CLUG_01859	Supercontig_1.2	1294061	1295269	-	1209	1840
CLUG_01860	Supercontig_1.2	1295932	1297377	-	1446	2835
CLUG_01861	Supercontig_1.2	1296214	1297485	+	1272	2203
CLUG_01862	Supercontig_1.2	1298665	1300515	+	1851	441
CLUG_01863	Supercontig_1.2	1300662	1301504	+	843	770
CLUG_01864	Supercontig_1.2	1301691	1302617	+	927	405
CLUG_01865	Supercontig_1.2	1302880	1303776	-	897	1668
CLUG_01866	Supercontig_1.2	1306915	1307922	-	1008	1686
CLUG_01867	Supercontig_1.2	1308128	1309129	-	1002	461
CLUG_01868	Supercontig_1.2	1310775	1312073	-	1299	2964
CLUG_01869	Supercontig_1.2	1313325	1316006	+	2682	4746
CLUG_01870	Supercontig_1.2	1316483	1317988	+	1506	19233
CLUG_01871	Supercontig_1.2	1319148	1320500	-	1353	8869
CLUG_01872	Supercontig_1.2	1322261	1325059	+	2799	11462
CLUG_01873	Supercontig_1.2	1325355	1326533	+	1179	765
CLUG_01874	Supercontig_1.2	1325382	1326602	-	1221	738
CLUG_01875	Supercontig_1.2	1327169	1327630	-	462	582
CLUG_01876	Supercontig_1.2	1328061	1331654	-	3594	5422
CLUG_01877	Supercontig_1.2	1333074	1333610	+	537	540
CLUG_01878	Supercontig_1.2	1333119	1334102	-	984	902
CLUG_01879	Supercontig_1.2	1336393	1337052	-	660	1541
CLUG_01880	Supercontig_1.2	1339136	1340119	+	984	1417
CLUG_01881	Supercontig_1.2	1340890	1341624	-	735	5672
CLUG_01882	Supercontig_1.2	1341953	1343866	-	1914	1336
CLUG_01883	Supercontig_1.2	1344386	1345513	-	1128	6389
CLUG_01884	Supercontig_1.2	1347195	1348838	-	1644	218
CLUG_01885	Supercontig_1.2	1347544	1348200	+	657	80
CLUG_01886	Supercontig_1.2	1349551	1350189	+	639	1142
CLUG_01887	Supercontig_1.2	1350585	1351841	-	1257	1348
CLUG_01888	Supercontig_1.2	1352104	1352928	-	825	698
CLUG_01889	Supercontig_1.2	1353100	1355589	-	2490	5066
CLUG_01890	Supercontig_1.2	1356375	1357121	-	747	110349
CLUG_01891	Supercontig_1.2	1357986	1358669	-	684	805
CLUG_01892	Supercontig_1.2	1359586	1360410	-	825	11214
CLUG_01893	Supercontig_1.2	1359592	1360353	+	762	10930
CLUG_01894	Supercontig_1.2	1360919	1361941	+	1023	1046
CLUG_01895	Supercontig_1.2	1362317	1364203	-	1887	3927
CLUG_01896	Supercontig_1.2	1366106	1367047	-	942	1465
CLUG_01897	Supercontig_1.2	1367876	1369126	-	1251	13135
CLUG_01898	Supercontig_1.2	1372826	1374433	+	1608	105
CLUG_01899	Supercontig_1.2	1375061	1380076	+	5016	10417
CLUG_01900	Supercontig_1.2	1380238	1380981	+	744	1543
CLUG_01901	Supercontig_1.2	1381593	1382783	-	1191	3981
CLUG_01902	Supercontig_1.2	1383139	1384305	-	1167	942
CLUG_01903	Supercontig_1.2	1384789	1385391	-	603	1226
CLUG_01904	Supercontig_1.2	1385078	1388083	+	3006	10149
CLUG_01905	Supercontig_1.2	1388963	1391179	+	2217	4102
CLUG_01906	Supercontig_1.2	1393239	1393802	+	564	577
CLUG_01907	Supercontig_1.2	1395011	1396738	+	1728	3399
CLUG_01908	Supercontig_1.2	1398246	1399208	-	963	1806
CLUG_01909	Supercontig_1.2	1399369	1400301	+	933	1164
CLUG_01910	Supercontig_1.2	1400663	1401415	-	753	1046
CLUG_01911	Supercontig_1.2	1401619	1402908	-	1290	1817
CLUG_01912	Supercontig_1.2	1404411	1405538	+	1128	1490
CLUG_01913	Supercontig_1.2	1407222	1408670	-	1449	338
CLUG_01914	Supercontig_1.2	1409222	1410859	-	1638	726
CLUG_01915	Supercontig_1.2	1412697	1414361	+	1665	294
CLUG_01916	Supercontig_1.2	1414397	1416517	-	2121	2585
CLUG_01917	Supercontig_1.2	1417266	1418444	+	1179	1590
CLUG_01918	Supercontig_1.2	1419201	1419842	-	642	21735
CLUG_01919	Supercontig_1.2	1420636	1422276	-	1641	6559
CLUG_01920	Supercontig_1.2	1423368	1424210	+	843	784
CLUG_01921	Supercontig_1.2	1424994	1426310	+	1317	1868
CLUG_01922	Supercontig_1.2	1427075	1427773	+	699	2444
CLUG_01923	Supercontig_1.2	1428249	1429712	+	1464	3747
CLUG_01924	Supercontig_1.2	1429937	1430434	+	498	997
CLUG_01925	Supercontig_1.2	1430469	1431866	-	1398	818
CLUG_01926	Supercontig_1.2	1432711	1433445	-	735	3316
CLUG_01927	Supercontig_1.2	1433872	1435914	-	2043	1420
CLUG_01928	Supercontig_1.2	1436059	1437999	-	1941	1223
CLUG_01929	Supercontig_1.2	1438358	1438906	-	549	974
CLUG_01930	Supercontig_1.2	1439269	1440699	+	1431	1034
CLUG_01931	Supercontig_1.2	1441330	1442502	+	1173	1433
CLUG_01932	Supercontig_1.2	1443215	1444645	+	1431	2402
CLUG_01933	Supercontig_1.2	1445032	1445955	+	924	1219
CLUG_01934	Supercontig_1.2	1447179	1448558	+	1380	10475
CLUG_01935	Supercontig_1.2	1450981	1452312	+	1332	1272
CLUG_01936	Supercontig_1.2	1453008	1453922	+	915	4749
CLUG_01937	Supercontig_1.2	1454562	1455818	-	1257	1755
CLUG_01938	Supercontig_1.2	1458215	1459123	+	909	22257
CLUG_01939	Supercontig_1.2	1459336	1459866	+	531	14197
CLUG_01940	Supercontig_1.2	1460157	1460534	-	378	2618
CLUG_01941	Supercontig_1.2	1461576	1462364	-	789	41767
CLUG_01942	Supercontig_1.2	1461582	1462229	+	648	35387
CLUG_01943	Supercontig_1.2	1462819	1464708	+	1890	1577
CLUG_01944	Supercontig_1.2	1466379	1467845	+	1467	5396
CLUG_01945	Supercontig_1.2	1469060	1470289	+	1230	5555
CLUG_01946	Supercontig_1.2	1471476	1472204	+	729	1471
CLUG_01947	Supercontig_1.2	1472628	1474148	-	1521	3824
CLUG_01948	Supercontig_1.2	1476956	1477888	+	933	94
CLUG_01949	Supercontig_1.2	1479377	1480747	+	1371	779
CLUG_01950	Supercontig_1.2	1480860	1482755	-	1896	9987
CLUG_01951	Supercontig_1.2	1483443	1485434	-	1992	8641
CLUG_01952	Supercontig_1.2	1487665	1490238	+	2574	2420
CLUG_01953	Supercontig_1.2	1490915	1493311	+	2397	1567
CLUG_01954	Supercontig_1.2	1494470	1494979	-	510	33008
CLUG_01955	Supercontig_1.2	1495085	1495672	-	588	1
CLUG_01956	Supercontig_1.2	1495341	1496012	-	672	1020
CLUG_01957	Supercontig_1.2	1496683	1498797	-	2115	4001
CLUG_01958	Supercontig_1.2	1499524	1500354	+	831	1062
CLUG_01959	Supercontig_1.2	1501626	1502156	-	531	4840
CLUG_01960	Supercontig_1.2	1501719	1502264	+	546	5651
CLUG_01961	Supercontig_1.2	1503870	1506656	-	2787	4646
CLUG_01962	Supercontig_1.2	1507929	1508528	+	600	3508
CLUG_01963	Supercontig_1.2	1508961	1511735	-	2775	1826
CLUG_01964	Supercontig_1.2	1512266	1514167	+	1902	923
CLUG_01965	Supercontig_1.2	1514863	1515930	+	1068	3473
CLUG_01966	Supercontig_1.2	1516298	1517242	-	945	5907
CLUG_01967	Supercontig_1.2	1520096	1520983	+	888	6484
CLUG_01968	Supercontig_1.2	1520363	1521115	-	753	5281
CLUG_01969	Supercontig_1.2	1522522	1525236	+	2715	1670
CLUG_01970	Supercontig_1.2	1525600	1526055	+	456	6663
CLUG_01971	Supercontig_1.2	1525936	1526535	-	600	8124
CLUG_01972	Supercontig_1.2	1526750	1528360	+	1611	1605
CLUG_01973	Supercontig_1.2	1528379	1529782	+	1404	4117
CLUG_01974	Supercontig_1.2	1530302	1530976	+	675	7319
CLUG_01975	Supercontig_1.2	1531417	1532571	+	1155	287
CLUG_01976	Supercontig_1.2	1533521	1533982	+	462	1284
CLUG_01977	Supercontig_1.2	1534783	1536987	+	2205	8689
CLUG_01978	Supercontig_1.2	1538049	1540490	+	2442	8943
CLUG_01979	Supercontig_1.2	1541146	1542336	-	1191	16297
CLUG_01980	Supercontig_1.2	1543188	1544984	-	1797	8841
CLUG_01981	Supercontig_1.2	1547691	1549112	-	1422	182
CLUG_01982	Supercontig_1.2	1549570	1551009	-	1440	2303
CLUG_01983	Supercontig_1.2	1551639	1552619	-	981	2069
CLUG_01984	Supercontig_1.2	1555044	1555541	-	498	10
CLUG_01985	Supercontig_1.2	1555569	1556978	+	1410	25493
CLUG_01986	Supercontig_1.2	1555584	1556765	-	1182	20742
CLUG_01987	Supercontig_1.2	1557737	1559440	+	1704	254
CLUG_01988	Supercontig_1.2	1560278	1562158	+	1881	966
CLUG_01989	Supercontig_1.2	1561344	1561820	-	477	339
CLUG_01990	Supercontig_1.2	1563948	1564949	+	1002	4792
CLUG_01991	Supercontig_1.2	1564086	1565057	-	972	4810
CLUG_01992	Supercontig_1.2	1566450	1567607	-	1158	3082
CLUG_01993	Supercontig_1.2	1566462	1567604	+	1143	3162
CLUG_01994	Supercontig_1.2	1568561	1569106	+	546	316
CLUG_01995	Supercontig_1.2	1569967	1571700	+	1734	18125
CLUG_01996	Supercontig_1.2	1571966	1572745	-	780	13
CLUG_01997	Supercontig_1.2	1573835	1574905	-	1071	3167
CLUG_01998	Supercontig_1.2	1575991	1577100	+	1110	2155
CLUG_01999	Supercontig_1.2	1578486	1580801	+	2316	3572
CLUG_02000	Supercontig_1.2	1581673	1584615	-	2943	1066
CLUG_02001	Supercontig_1.2	1586361	1591133	+	4773	12899
CLUG_02002	Supercontig_1.2	1591291	1591830	-	540	38
CLUG_02003	Supercontig_1.2	1593205	1593687	+	483	620
CLUG_02004	Supercontig_1.2	1594206	1596062	+	1857	3654
CLUG_02005	Supercontig_1.2	1596492	1597835	+	1344	9616
CLUG_02006	Supercontig_1.2	1599399	1603013	+	3615	16702
CLUG_02007	Supercontig_1.2	1603845	1605428	+	1584	2187
CLUG_02008	Supercontig_1.2	1606043	1606276	+	234	367
CLUG_02009	Supercontig_1.2	1606518	1608542	+	2025	747
CLUG_02010	Supercontig_1.2	1608590	1610962	-	2373	5349
CLUG_02011	Supercontig_1.2	1611467	1612804	-	1338	3709
CLUG_02012	Supercontig_1.2	1613776	1615017	-	1242	11602
CLUG_02013	Supercontig_1.2	1615388	1616641	-	1254	3051
CLUG_02014	Supercontig_1.2	1617162	1619234	-	2073	1532
CLUG_02015	Supercontig_1.2	1620598	1622340	+	1743	2422
CLUG_02016	Supercontig_1.2	1623249	1625318	+	2070	11564
CLUG_02017	Supercontig_1.2	1626207	1627880	+	1674	1163
CLUG_02018	Supercontig_1.2	1628955	1630583	-	1629	1293
CLUG_02019	Supercontig_1.2	1631234	1633039	-	1806	383
CLUG_02020	Supercontig_1.2	1633295	1633951	+	657	11
CLUG_02021	Supercontig_1.2	1635972	1636820	+	849	755
CLUG_02022	Supercontig_1.2	1637081	1638412	-	1332	359
CLUG_02023	Supercontig_1.2	1639721	1641631	-	1911	3348
CLUG_02024	Supercontig_1.2	1639787	1641658	+	1872	3244
CLUG_02025	Supercontig_1.2	1643299	1644144	-	846	3395
CLUG_02026	Supercontig_1.2	1644916	1645818	-	903	6393
CLUG_02027	Supercontig_1.2	1650085	1651779	-	1695	2114
CLUG_02028	Supercontig_1.2	1657093	1657710	-	618	4
CLUG_02029	Supercontig_1.2	1657109	1657720	-	612	0
CLUG_02030	Supercontig_1.2	1657493	1659751	+	2259	248
CLUG_02031	Supercontig_1.2	1658142	1658600	+	459	0
CLUG_02032	Supercontig_1.2	1659099	1659617	-	519	100
CLUG_02033	Supercontig_1.2	1660855	1662225	+	1371	8438
CLUG_02034	Supercontig_1.2	1662296	1662949	-	654	10393
CLUG_02035	Supercontig_1.2	1664706	1665623	+	918	207
CLUG_02036	Supercontig_1.2	1664780	1665529	-	750	149
CLUG_02037	Supercontig_1.2	1666400	1669198	-	2799	8109
CLUG_02038	Supercontig_1.2	1670441	1672237	-	1797	1569
CLUG_02039	Supercontig_1.2	1673879	1674883	+	1005	1282
CLUG_02040	Supercontig_1.2	1675861	1677168	+	1308	3377
CLUG_02041	Supercontig_1.2	1680682	1682055	+	1374	1637
CLUG_02042	Supercontig_1.2	1682605	1683603	-	999	1297
CLUG_02043	Supercontig_1.2	1686857	1687756	+	900	2499
CLUG_02044	Supercontig_1.2	1688220	1689383	+	1164	527
CLUG_02045	Supercontig_1.2	1688272	1688823	+	552	0
CLUG_02046	Supercontig_1.2	1690696	1692531	-	1836	1708
CLUG_02047	Supercontig_1.2	1693467	1694975	-	1509	11701
CLUG_02048	Supercontig_1.2	1695508	1696044	+	537	21
CLUG_02049	Supercontig_1.2	1696894	1697715	-	822	1065
CLUG_02050	Supercontig_1.2	1698758	1702318	-	3561	2654
CLUG_02051	Supercontig_1.2	1702766	1703560	-	795	534
CLUG_02052	Supercontig_1.2	1706396	1707286	-	891	2287
CLUG_02053	Supercontig_1.2	1708183	1709994	+	1812	5397
CLUG_02054	Supercontig_1.2	1712358	1713014	+	657	219
CLUG_02055	Supercontig_1.2	1713101	1713820	-	720	481
CLUG_02056	Supercontig_1.2	1716584	1717534	+	951	304
CLUG_02057	Supercontig_1.2	1719005	1722253	+	3249	9223
CLUG_02058	Supercontig_1.2	1723985	1724884	+	900	777
CLUG_02059	Supercontig_1.2	1724903	1725562	-	660	2684
CLUG_02060	Supercontig_1.2	1725326	1725799	+	474	1350
CLUG_02061	Supercontig_1.2	1725931	1728252	-	2322	4477
CLUG_02062	Supercontig_1.2	1730858	1731922	-	1065	1228
CLUG_02063	Supercontig_1.2	1730864	1731997	+	1134	1252
CLUG_02064	Supercontig_1.2	1733657	1734397	+	741	3
CLUG_02065	Supercontig_1.2	1735103	1736242	+	1140	484
CLUG_02066	Supercontig_1.2	1738125	1739957	+	1833	3537
CLUG_02067	Supercontig_1.2	1740467	1741636	+	1170	913
CLUG_02068	Supercontig_1.2	1740539	1741231	-	693	466
CLUG_02069	Supercontig_1.2	1742422	1743375	+	954	51
CLUG_02070	Supercontig_1.2	1744301	1745341	+	1041	1208
CLUG_02071	Supercontig_1.2	1747200	1748207	+	1008	1998
CLUG_02072	Supercontig_1.2	1748780	1750870	+	2091	2087
CLUG_02073	Supercontig_1.2	1751577	1751765	-	189	3963
CLUG_02074	Supercontig_1.2	1751962	1752249	+	288	8201
CLUG_02075	Supercontig_1.2	1752926	1754227	-	1302	597
CLUG_02076	Supercontig_1.2	1752984	1753541	+	558	341
CLUG_02077	Supercontig_1.2	1755685	1757226	-	1542	9562
CLUG_02078	Supercontig_1.2	1755802	1757082	+	1281	9252
CLUG_02079	Supercontig_1.2	1757611	1758285	-	675	9
CLUG_02080	Supercontig_1.2	1758005	1758871	-	867	2
CLUG_02081	Supercontig_1.2	1759589	1760752	-	1164	518
CLUG_02082	Supercontig_1.2	1759640	1760728	+	1089	449
CLUG_02083	Supercontig_1.2	1765192	1767429	+	2238	1941
CLUG_02084	Supercontig_1.2	1767990	1769492	-	1503	831
CLUG_02085	Supercontig_1.2	1769713	1771149	+	1437	651
CLUG_02086	Supercontig_1.2	1772245	1773549	-	1305	357
CLUG_02087	Supercontig_1.2	1775276	1777579	-	2304	4218
CLUG_02088	Supercontig_1.2	1777889	1779853	+	1965	4137
CLUG_02089	Supercontig_1.2	1780314	1782572	+	2259	3798
CLUG_02090	Supercontig_1.2	1783367	1784716	+	1350	709
CLUG_02091	Supercontig_1.2	1785008	1785313	-	306	1239
CLUG_02092	Supercontig_1.2	1785867	1786313	+	447	1467
CLUG_02093	Supercontig_1.2	1786408	1787838	-	1431	3362
CLUG_02094	Supercontig_1.2	1788267	1789937	-	1671	5547
CLUG_02095	Supercontig_1.2	1790578	1791525	+	948	1347
CLUG_02096	Supercontig_1.2	1791934	1793661	+	1728	3504
CLUG_02097	Supercontig_1.2	1793959	1796454	+	2496	2278
CLUG_02098	Supercontig_1.2	1796534	1797172	-	639	1165
CLUG_02099	Supercontig_1.2	1797962	1799572	+	1611	2828
CLUG_02100	Supercontig_1.2	1799916	1800500	+	585	3705
CLUG_02101	Supercontig_1.2	1800902	1802314	+	1413	18154
CLUG_02102	Supercontig_1.2	1802365	1802703	-	339	1661
CLUG_02103	Supercontig_1.2	1802885	1804300	+	1416	29939
CLUG_02104	Supercontig_1.2	1805302	1806189	+	888	1683
CLUG_02105	Supercontig_1.2	1809473	1810342	-	870	1543
CLUG_02106	Supercontig_1.2	1811004	1811972	+	969	40309
CLUG_02107	Supercontig_1.2	1812185	1812643	+	459	918
CLUG_02108	Supercontig_1.2	1812885	1814450	+	1566	2921
CLUG_02109	Supercontig_1.2	1814480	1815895	-	1416	1069
CLUG_02110	Supercontig_1.2	1815953	1816759	-	807	6777
CLUG_02111	Supercontig_1.2	1817494	1818060	+	567	9570
CLUG_02112	Supercontig_1.2	1817533	1818051	-	519	9370
CLUG_02113	Supercontig_1.2	1818664	1819656	-	993	27295
CLUG_02114	Supercontig_1.2	1820211	1821491	-	1281	3717
CLUG_02115	Supercontig_1.2	1821925	1824660	-	2736	2406
CLUG_02116	Supercontig_1.2	1826312	1827649	-	1338	902
CLUG_02117	Supercontig_1.2	1827957	1831373	+	3417	3798
CLUG_02118	Supercontig_1.2	1831416	1832717	-	1302	1183
CLUG_02119	Supercontig_1.2	1832702	1833067	+	366	1361
CLUG_02120	Supercontig_1.2	1833592	1836105	-	2514	5773
CLUG_02121	Supercontig_1.2	1837144	1838544	-	1401	3110
CLUG_02122	Supercontig_1.2	1841072	1843087	-	2016	6875
CLUG_02123	Supercontig_1.2	1844360	1846030	+	1671	19803
CLUG_02124	Supercontig_1.2	1846468	1848693	-	2226	2353
CLUG_02125	Supercontig_1.2	1850003	1850317	+	315	697
CLUG_02126	Supercontig_1.2	1852108	1853184	-	1077	153923
CLUG_02127	Supercontig_1.2	1855200	1855763	+	564	539
CLUG_02128	Supercontig_1.2	1856710	1857744	+	1035	1690
CLUG_02129	Supercontig_1.2	1858929	1859708	+	780	4491
CLUG_02130	Supercontig_1.2	1861210	1861821	-	612	85
CLUG_02131	Supercontig_1.2	1861506	1861976	-	471	63
CLUG_02132	Supercontig_1.2	1861975	1863873	+	1899	245
CLUG_02133	Supercontig_1.2	1862695	1863162	-	468	79
CLUG_02134	Supercontig_1.2	1863092	1864483	-	1392	33
CLUG_02135	Supercontig_1.2	1863197	1864459	+	1263	28
CLUG_02136	Supercontig_1.2	1863273	1864262	-	990	0
CLUG_02137	Supercontig_1.2	1864141	1864593	+	453	1
CLUG_02138	Supercontig_1.2	1867174	1868727	+	1554	845
CLUG_02139	Supercontig_1.2	1869951	1870721	-	771	4825
CLUG_02140	Supercontig_1.2	1871735	1872379	+	645	453
CLUG_02141	Supercontig_1.2	1872443	1873774	-	1332	2537
CLUG_02142	Supercontig_1.2	1875281	1877071	+	1791	4553
CLUG_02143	Supercontig_1.2	1875569	1877152	-	1584	4652
CLUG_02144	Supercontig_1.2	1877839	1879230	-	1392	6577
CLUG_02145	Supercontig_1.2	1880381	1881148	-	768	2170
CLUG_02146	Supercontig_1.2	1883085	1883981	-	897	292
CLUG_02147	Supercontig_1.2	1887985	1891545	+	3561	12397
CLUG_02148	Supercontig_1.2	1892085	1893179	-	1095	730
CLUG_02149	Supercontig_1.2	1895393	1896442	-	1050	1303
CLUG_02150	Supercontig_1.2	1896414	1898405	+	1992	817
CLUG_02151	Supercontig_1.2	1901654	1903453	+	1800	6340
CLUG_02152	Supercontig_1.2	1903600	1905084	-	1485	2805
CLUG_02153	Supercontig_1.2	1905439	1905909	+	471	17895
CLUG_02154	Supercontig_1.2	1905457	1905957	-	501	18590
CLUG_02155	Supercontig_1.2	1907152	1907838	+	687	2183
CLUG_02156	Supercontig_1.2	1909476	1910582	-	1107	99081
CLUG_02157	Supercontig_1.2	1910107	1910613	+	507	47684
CLUG_02158	Supercontig_1.2	1911547	1913853	+	2307	2024
CLUG_02159	Supercontig_1.2	1914147	1916015	-	1869	1634
CLUG_02160	Supercontig_1.2	1916764	1917408	-	645	4641
CLUG_02161	Supercontig_1.2	1916854	1917129	+	276	4519
CLUG_02162	Supercontig_1.2	1918567	1920603	+	2037	2070
CLUG_02163	Supercontig_1.2	1921490	1922185	-	696	767
CLUG_02164	Supercontig_1.2	1921596	1922402	+	807	1112
CLUG_02165	Supercontig_1.2	1922753	1923568	+	816	1353
CLUG_02166	Supercontig_1.2	1924133	1927471	-	3339	3214
CLUG_02167	Supercontig_1.2	1928660	1930132	-	1473	3124
CLUG_02168	Supercontig_1.2	1930802	1931464	-	663	11588
CLUG_02169	Supercontig_1.2	1930827	1931222	+	396	6225
CLUG_02170	Supercontig_1.2	1932025	1935324	-	3300	1274
CLUG_02171	Supercontig_1.2	1933527	1934015	-	489	0
CLUG_02172	Supercontig_1.2	1933867	1934493	+	627	14
CLUG_02173	Supercontig_1.2	1933907	1934665	+	759	31
CLUG_02174	Supercontig_1.2	1935669	1936949	-	1281	8667
CLUG_02175	Supercontig_1.2	1935831	1936931	+	1101	7372
CLUG_02176	Supercontig_1.2	1939404	1941491	+	2088	71
CLUG_02177	Supercontig_1.2	1944025	1945197	+	1173	1151
CLUG_02178	Supercontig_1.2	1946148	1949393	+	3246	14983
CLUG_02179	Supercontig_1.2	1951802	1956241	-	4440	2348
CLUG_02180	Supercontig_1.2	1958926	1960686	+	1761	3750
CLUG_02181	Supercontig_1.2	1960953	1961897	-	945	1228
CLUG_02182	Supercontig_1.2	1963264	1964961	+	1698	14335
CLUG_02183	Supercontig_1.2	1965592	1968312	-	2721	2420
CLUG_02184	Supercontig_1.2	1969332	1969802	+	471	211
CLUG_02185	Supercontig_1.2	1971311	1971775	+	465	324
CLUG_02186	Supercontig_1.2	1972407	1972937	+	531	2768
CLUG_02187	Supercontig_1.2	1973631	1974104	+	474	2174
CLUG_02188	Supercontig_1.2	1974714	1975211	+	498	457
CLUG_02189	Supercontig_1.2	1975821	1976285	-	465	10
CLUG_02190	Supercontig_1.2	1975858	1976331	+	474	11
CLUG_02191	Supercontig_1.2	1976845	1977333	+	489	334
CLUG_02192	Supercontig_1.2	1978188	1978733	+	546	733
CLUG_02193	Supercontig_1.2	1979433	1980287	-	855	3912
CLUG_02194	Supercontig_1.2	1980741	1984256	-	3516	7584
CLUG_02195	Supercontig_1.2	1984751	1986598	-	1848	1250
CLUG_02196	Supercontig_1.2	1985195	1986622	+	1428	860
CLUG_02197	Supercontig_1.2	1988572	1989006	-	435	1776
CLUG_02198	Supercontig_1.2	1990034	1992109	-	2076	530
CLUG_02199	Supercontig_1.2	1993136	1993621	-	486	1539
CLUG_02200	Supercontig_1.2	1994826	1996703	+	1878	1823
CLUG_02201	Supercontig_1.2	1997776	1998576	-	801	6482
CLUG_02202	Supercontig_1.2	1997944	1998522	+	579	6264
CLUG_02203	Supercontig_1.2	2000638	2002437	-	1800	1235
CLUG_02204	Supercontig_1.2	2003048	2003944	+	897	3127
CLUG_02205	Supercontig_1.2	2004902	2006449	+	1548	442
CLUG_02206	Supercontig_1.2	2006824	2007717	+	894	1440
CLUG_02207	Supercontig_1.2	2009365	2010717	+	1353	6590
CLUG_02208	Supercontig_1.2	2011118	2013787	-	2670	2367
CLUG_02209	Supercontig_1.2	2015282	2015812	-	531	979
CLUG_02210	Supercontig_1.2	2016362	2016916	+	555	5538
CLUG_02211	Supercontig_1.2	2017093	2017611	+	519	402
CLUG_02212	Supercontig_1.2	2017755	2019944	+	2190	2286
CLUG_02213	Supercontig_1.2	2020831	2025612	+	4782	1706
CLUG_02214	Supercontig_1.2	2026494	2028419	+	1926	895
CLUG_02215	Supercontig_1.2	2028630	2030552	-	1923	1592
CLUG_02216	Supercontig_1.2	2032441	2034144	+	1704	1741
CLUG_02217	Supercontig_1.2	2034766	2035332	-	567	630
CLUG_02218	Supercontig_1.2	2035752	2037263	-	1512	4113
CLUG_02219	Supercontig_1.2	2039707	2041401	+	1695	426
CLUG_02220	Supercontig_1.2	2041853	2042224	-	372	2159
CLUG_02221	Supercontig_1.2	2042896	2043495	-	600	2203
