# Program:featureCounts v1.6.0; Command:"featureCounts" "-g" "gene_id" "-T" "8" "-G" "genome/candida_lusitaniae_ATCC42720_w_CBS_6936_MT.fasta" "-s" "0" "-a" "genome/candida_lusitaniae_1_transcripts.gtf" "--tmpDir" "/scratch" "-o" "results/featureCounts/L1B.r1.gsnap_reads.nostrand.tab" "-F" "GTF" "aln/L1B.r1.gsnap.bam" 
Geneid	Chr	Start	End	Strand	Length	aln/L1B.r1.gsnap.bam
CLUG_01633	Supercontig_1.2	831635	833329	-	1695	2186
CLUG_01634	Supercontig_1.2	833777	834298	-	522	38
CLUG_01635	Supercontig_1.2	834329	834958	+	630	64
CLUG_01636	Supercontig_1.2	835042	836268	+	1227	1904
CLUG_01637	Supercontig_1.2	836402	839062	+	2661	1064
CLUG_01638	Supercontig_1.2	839090	841147	-	2058	1490
CLUG_01639	Supercontig_1.2	842209	843090	+	882	2110
CLUG_01640	Supercontig_1.2	843132	845060	-	1929	2212
CLUG_01641	Supercontig_1.2	845632	846201	-	570	752
CLUG_01642	Supercontig_1.2	846669	847364	+	696	1711
CLUG_01643	Supercontig_1.2	847383	849173	-	1791	3278
CLUG_01644	Supercontig_1.2	849961	850518	-	558	10167
CLUG_01645	Supercontig_1.2	854567	855421	+	855	7693
CLUG_01646	Supercontig_1.2	856582	858963	-	2382	2497
CLUG_01647	Supercontig_1.2	859580	861220	-	1641	1416
CLUG_01648	Supercontig_1.2	862060	863619	-	1560	851
CLUG_01649	Supercontig_1.2	865265	866704	+	1440	547
CLUG_01650	Supercontig_1.2	866763	870137	-	3375	1528
CLUG_01651	Supercontig_1.2	870589	872460	-	1872	3030
CLUG_01652	Supercontig_1.2	872956	875454	-	2499	3708
CLUG_01653	Supercontig_1.2	876308	878074	+	1767	5611
CLUG_01654	Supercontig_1.2	878893	879384	+	492	69
CLUG_01655	Supercontig_1.2	879287	880117	+	831	793
CLUG_01656	Supercontig_1.2	879999	880619	+	621	942
CLUG_01657	Supercontig_1.2	881725	883803	+	2079	8073
CLUG_01658	Supercontig_1.2	884564	885691	+	1128	1437
CLUG_01659	Supercontig_1.2	886451	887179	+	729	11209
CLUG_01660	Supercontig_1.2	887329	888021	-	693	625
CLUG_01661	Supercontig_1.2	888128	890167	-	2040	2967
CLUG_01662	Supercontig_1.2	890295	892133	-	1839	12
CLUG_01663	Supercontig_1.2	893274	894725	-	1452	5263
CLUG_01664	Supercontig_1.2	895224	896882	-	1659	7385
CLUG_01665	Supercontig_1.2	897517	899577	+	2061	6572
CLUG_01666	Supercontig_1.2	899625	900563	-	939	1797
CLUG_01667	Supercontig_1.2	901005	902504	+	1500	386
CLUG_01668	Supercontig_1.2	902704	902982	+	279	1185
CLUG_01669	Supercontig_1.2	903334	904674	+	1341	1485
CLUG_01670	Supercontig_1.2	904723	906642	-	1920	44559
CLUG_01671	Supercontig_1.2	907724	909121	-	1398	5650
CLUG_01672	Supercontig_1.2	909588	911222	-	1635	497
CLUG_01673	Supercontig_1.2	911883	913562	+	1680	665
CLUG_01674	Supercontig_1.2	913682	914689	-	1008	1788
CLUG_01675	Supercontig_1.2	915254	916636	+	1383	1879
CLUG_01676	Supercontig_1.2	917043	918011	+	969	5239
CLUG_01677	Supercontig_1.2	918165	918635	-	471	804
CLUG_01678	Supercontig_1.2	919117	920802	+	1686	2474
CLUG_01679	Supercontig_1.2	921539	924940	-	3402	6534
CLUG_01680	Supercontig_1.2	925970	926425	-	456	1746
CLUG_01681	Supercontig_1.2	927427	928515	+	1089	66
CLUG_01682	Supercontig_1.2	929614	930843	+	1230	760
CLUG_01683	Supercontig_1.2	931086	932510	+	1425	3404
CLUG_01684	Supercontig_1.2	932788	933759	+	972	900
CLUG_01685	Supercontig_1.2	934768	936405	-	1638	389
CLUG_01686	Supercontig_1.2	934858	936372	+	1515	0
CLUG_01687	Supercontig_1.2	937320	937487	-	168	12626
CLUG_01688	Supercontig_1.2	938113	939603	+	1491	7831
CLUG_01689	Supercontig_1.2	940044	941063	+	1020	1531
CLUG_01690	Supercontig_1.2	941214	941834	+	621	1050
CLUG_01691	Supercontig_1.2	941990	943042	-	1053	6333
CLUG_01692	Supercontig_1.2	943782	947813	+	4032	6960
CLUG_01693	Supercontig_1.2	947918	950065	+	2148	1238
CLUG_01694	Supercontig_1.2	950165	950413	-	249	283
CLUG_01695	Supercontig_1.2	951300	952742	+	1443	2846
CLUG_01696	Supercontig_1.2	954845	957760	+	2916	10675
CLUG_01697	Supercontig_1.2	958398	959969	+	1572	5662
CLUG_01698	Supercontig_1.2	962198	964540	+	2343	11738
CLUG_01699	Supercontig_1.2	963107	963616	-	510	0
CLUG_01700	Supercontig_1.2	963716	964195	-	480	0
CLUG_01701	Supercontig_1.2	965469	966155	-	687	7203
CLUG_01702	Supercontig_1.2	965796	967862	+	2067	66459
CLUG_01703	Supercontig_1.2	967941	969227	-	1287	1661
CLUG_01704	Supercontig_1.2	969608	970606	-	999	2050
CLUG_01705	Supercontig_1.2	970711	972582	-	1872	1710
CLUG_01706	Supercontig_1.2	972905	973456	+	552	725
CLUG_01707	Supercontig_1.2	974228	977041	+	2814	3318
CLUG_01708	Supercontig_1.2	977712	978773	-	1062	1610
CLUG_01709	Supercontig_1.2	980852	982492	+	1641	4897
CLUG_01710	Supercontig_1.2	982627	982956	+	330	702
CLUG_01711	Supercontig_1.2	983233	983592	-	360	627
CLUG_01712	Supercontig_1.2	983734	984783	+	1050	1089
CLUG_01713	Supercontig_1.2	985412	987991	+	2580	2044
CLUG_01714	Supercontig_1.2	988236	989102	+	867	5344
CLUG_01715	Supercontig_1.2	989350	990426	+	1077	2301
CLUG_01716	Supercontig_1.2	990510	991184	-	675	250
CLUG_01717	Supercontig_1.2	991786	992325	-	540	2118
CLUG_01718	Supercontig_1.2	992432	992953	-	522	1648
CLUG_01719	Supercontig_1.2	994846	995472	-	627	1889
CLUG_01720	Supercontig_1.2	995732	996655	-	924	1733
CLUG_01721	Supercontig_1.2	997291	998010	+	720	2594
CLUG_01722	Supercontig_1.2	998047	999144	-	1098	1635
CLUG_01723	Supercontig_1.2	999728	1000543	+	816	716
CLUG_01724	Supercontig_1.2	1000563	1001513	-	951	662
CLUG_01725	Supercontig_1.2	1001932	1002468	-	537	491
CLUG_01726	Supercontig_1.2	1002814	1004073	-	1260	1033
CLUG_01727	Supercontig_1.2	1004339	1006609	-	2271	1974
CLUG_01728	Supercontig_1.2	1006768	1008660	-	1893	1903
CLUG_01729	Supercontig_1.2	1009546	1010574	+	1029	437
CLUG_01730	Supercontig_1.2	1011099	1011689	+	591	2389
CLUG_01731	Supercontig_1.2	1012919	1013752	+	834	4768
CLUG_01732	Supercontig_1.2	1013887	1016100	+	2214	30272
CLUG_01733	Supercontig_1.2	1016239	1017222	-	984	1865
CLUG_01734	Supercontig_1.2	1018214	1019515	+	1302	6890
CLUG_01735	Supercontig_1.2	1020121	1020522	-	402	2993
CLUG_01736	Supercontig_1.2	1021142	1022908	+	1767	9666
CLUG_01737	Supercontig_1.2	1023085	1024308	-	1224	177
CLUG_01738	Supercontig_1.2	1024585	1026255	-	1671	5506
CLUG_01739	Supercontig_1.2	1026741	1029878	+	3138	2254
CLUG_01740	Supercontig_1.2	1030315	1032774	-	2460	6332
CLUG_01741	Supercontig_1.2	1033207	1033989	-	783	4260
CLUG_01742	Supercontig_1.2	1034285	1035220	-	936	694
CLUG_01743	Supercontig_1.2	1035406	1036359	-	954	1888
CLUG_01744	Supercontig_1.2	1035538	1036443	+	906	0
CLUG_01745	Supercontig_1.2	1038056	1039789	-	1734	2422
CLUG_01746	Supercontig_1.2	1041662	1043434	-	1773	16802
CLUG_01747	Supercontig_1.2	1044674	1046530	-	1857	2198
CLUG_01748	Supercontig_1.2	1047979	1049559	+	1581	10505
CLUG_01749	Supercontig_1.2	1050123	1053044	+	2922	4061
CLUG_01750	Supercontig_1.2	1053541	1053915	+	375	979
CLUG_01751	Supercontig_1.2	1053951	1054772	-	822	334
CLUG_01752	Supercontig_1.2	1054923	1056620	+	1698	4005
CLUG_01753	Supercontig_1.2	1056782	1057816	+	1035	573
CLUG_01754	Supercontig_1.2	1059353	1060888	+	1536	0
CLUG_01755	Supercontig_1.2	1060906	1062894	+	1989	0
CLUG_01756	Supercontig_1.2	1063488	1064657	+	1170	1059
CLUG_01757	Supercontig_1.2	1065060	1066433	+	1374	4097
CLUG_01758	Supercontig_1.2	1067249	1068841	+	1593	2122
CLUG_01759	Supercontig_1.2	1069735	1070631	+	897	3652
CLUG_01760	Supercontig_1.2	1071126	1071713	+	588	8608
CLUG_01761	Supercontig_1.2	1074124	1075200	+	1077	8414
CLUG_01762	Supercontig_1.2	1075681	1076454	-	774	6453
CLUG_01763	Supercontig_1.2	1078076	1079461	+	1386	1229
CLUG_01764	Supercontig_1.2	1079658	1080110	+	453	632
CLUG_01765	Supercontig_1.2	1080230	1081174	+	945	1956
CLUG_01766	Supercontig_1.2	1081227	1082393	+	1167	3583
CLUG_01767	Supercontig_1.2	1082597	1083673	+	1077	450
CLUG_01768	Supercontig_1.2	1086815	1087195	-	381	59
CLUG_01769	Supercontig_1.2	1088245	1089324	-	1080	482
CLUG_01770	Supercontig_1.2	1089983	1091314	+	1332	2124
CLUG_01771	Supercontig_1.2	1091512	1092543	-	1032	834
CLUG_01772	Supercontig_1.2	1092730	1094865	+	2136	1260
CLUG_01773	Supercontig_1.2	1095300	1098113	+	2814	4018
CLUG_01774	Supercontig_1.2	1098323	1098892	+	570	2838
CLUG_01775	Supercontig_1.2	1099558	1100898	-	1341	2117
CLUG_01776	Supercontig_1.2	1101594	1102670	-	1077	1904
CLUG_01777	Supercontig_1.2	1105199	1107484	-	2286	8928
CLUG_01778	Supercontig_1.2	1107570	1110545	-	2976	1811
CLUG_01779	Supercontig_1.2	1110891	1111844	-	954	1384
CLUG_01780	Supercontig_1.2	1112050	1114434	-	2385	23452
CLUG_01781	Supercontig_1.2	1114952	1115422	+	471	1637
CLUG_01782	Supercontig_1.2	1115444	1115878	-	435	163
CLUG_01783	Supercontig_1.2	1116676	1117254	-	579	921
CLUG_01784	Supercontig_1.2	1117750	1118238	+	489	1065
CLUG_01785	Supercontig_1.2	1119515	1121512	+	1998	5847
CLUG_01786	Supercontig_1.2	1121551	1122033	-	483	1768
CLUG_01787	Supercontig_1.2	1122619	1123959	+	1341	7644
CLUG_01788	Supercontig_1.2	1124322	1125368	+	1047	2276
CLUG_01789	Supercontig_1.2	1125702	1126451	-	750	1662
CLUG_01790	Supercontig_1.2	1127080	1129605	+	2526	2327
CLUG_01791	Supercontig_1.2	1129633	1130475	-	843	567
CLUG_01792	Supercontig_1.2	1130941	1131954	-	1014	462
CLUG_01793	Supercontig_1.2	1132229	1132534	+	306	406
CLUG_01794	Supercontig_1.2	1132735	1136577	-	3843	6723
CLUG_01795	Supercontig_1.2	1137353	1139062	-	1710	1916
CLUG_01796	Supercontig_1.2	1139392	1140141	-	750	2304
CLUG_01797	Supercontig_1.2	1140874	1142463	+	1590	2234
CLUG_01798	Supercontig_1.2	1142799	1146203	+	3405	9872
CLUG_01799	Supercontig_1.2	1147580	1149820	-	2241	8550
CLUG_01800	Supercontig_1.2	1150411	1151730	+	1320	2458
CLUG_01801	Supercontig_1.2	1152286	1153206	-	921	2624
CLUG_01802	Supercontig_1.2	1153635	1157174	-	3540	20836
CLUG_01803	Supercontig_1.2	1158847	1160469	-	1623	1772
CLUG_01804	Supercontig_1.2	1161283	1161684	+	402	362
CLUG_01805	Supercontig_1.2	1161949	1164414	-	2466	1703
CLUG_01806	Supercontig_1.2	1165210	1167267	-	2058	1792
CLUG_01807	Supercontig_1.2	1168578	1170569	+	1992	4809
CLUG_01808	Supercontig_1.2	1172112	1172972	+	861	700
CLUG_01809	Supercontig_1.2	1173444	1174169	-	726	463
CLUG_01810	Supercontig_1.2	1176171	1177178	+	1008	62
CLUG_01811	Supercontig_1.2	1178152	1181094	+	2943	159858
CLUG_01812	Supercontig_1.2	1184343	1185308	+	966	4817
CLUG_01813	Supercontig_1.2	1186188	1186691	-	504	191
CLUG_01814	Supercontig_1.2	1188624	1189487	+	864	335
CLUG_01815	Supercontig_1.2	1191225	1192055	+	831	5488
CLUG_01816	Supercontig_1.2	1192475	1194208	-	1734	6824
CLUG_01817	Supercontig_1.2	1194759	1195886	-	1128	547
CLUG_01818	Supercontig_1.2	1196163	1197269	-	1107	2937
CLUG_01819	Supercontig_1.2	1197745	1198416	+	672	421
CLUG_01820	Supercontig_1.2	1198487	1204219	-	5733	5352
CLUG_01821	Supercontig_1.2	1204696	1206378	+	1683	1897
CLUG_01822	Supercontig_1.2	1206627	1207238	+	612	566
CLUG_01823	Supercontig_1.2	1207484	1209556	-	2073	1902
CLUG_01824	Supercontig_1.2	1210735	1211715	-	981	4054
CLUG_01825	Supercontig_1.2	1212086	1214569	-	2484	1478
CLUG_01826	Supercontig_1.2	1215188	1216729	+	1542	605
CLUG_01827	Supercontig_1.2	1217501	1218547	+	1047	742609
CLUG_01828	Supercontig_1.2	1218971	1219654	-	684	541
CLUG_01829	Supercontig_1.2	1219708	1222185	+	2478	1524
CLUG_01830	Supercontig_1.2	1224095	1225681	+	1587	2220
CLUG_01831	Supercontig_1.2	1226358	1227350	+	993	873
CLUG_01832	Supercontig_1.2	1228102	1229592	-	1491	1689
CLUG_01833	Supercontig_1.2	1230596	1231162	-	567	28
CLUG_01834	Supercontig_1.2	1231365	1233437	-	2073	51
CLUG_01835	Supercontig_1.2	1233779	1235305	+	1527	73
CLUG_01836	Supercontig_1.2	1236233	1238494	-	2262	2730
CLUG_01837	Supercontig_1.2	1238802	1240385	+	1584	5758
CLUG_01838	Supercontig_1.2	1241072	1243792	+	2721	262
CLUG_01839	Supercontig_1.2	1242130	1242756	-	627	0
CLUG_01840	Supercontig_1.2	1242161	1243516	-	1356	0
CLUG_01841	Supercontig_1.2	1244507	1245454	+	948	1659
CLUG_01842	Supercontig_1.2	1245823	1247007	-	1185	688
CLUG_01843	Supercontig_1.2	1248293	1250437	+	2145	6399
CLUG_01844	Supercontig_1.2	1250523	1255358	-	4836	10871
CLUG_01845	Supercontig_1.2	1256465	1257715	-	1251	12818
CLUG_01846	Supercontig_1.2	1258890	1260434	-	1545	466
CLUG_01847	Supercontig_1.2	1259759	1260295	+	537	0
CLUG_01848	Supercontig_1.2	1261045	1262856	+	1812	2014
CLUG_01849	Supercontig_1.2	1263176	1263811	+	636	4052
CLUG_01850	Supercontig_1.2	1264903	1265757	-	855	1446
CLUG_01851	Supercontig_1.2	1266064	1268970	+	2907	1384
CLUG_01852	Supercontig_1.2	1270557	1273616	+	3060	4494
CLUG_01853	Supercontig_1.2	1274719	1277124	+	2406	1703
CLUG_01854	Supercontig_1.2	1277905	1278813	+	909	207
CLUG_01855	Supercontig_1.2	1283043	1283615	+	573	893
CLUG_01856	Supercontig_1.2	1285928	1287415	-	1488	21454
CLUG_01857	Supercontig_1.2	1288173	1290683	-	2511	2257
CLUG_01858	Supercontig_1.2	1291057	1292748	-	1692	5211
CLUG_01859	Supercontig_1.2	1294061	1295269	-	1209	2547
CLUG_01860	Supercontig_1.2	1295932	1297377	-	1446	648
CLUG_01861	Supercontig_1.2	1296214	1297485	+	1272	0
CLUG_01862	Supercontig_1.2	1298665	1300515	+	1851	372
CLUG_01863	Supercontig_1.2	1300662	1301504	+	843	1387
CLUG_01864	Supercontig_1.2	1301691	1302617	+	927	713
CLUG_01865	Supercontig_1.2	1302880	1303776	-	897	2986
CLUG_01866	Supercontig_1.2	1306915	1307922	-	1008	3016
CLUG_01867	Supercontig_1.2	1308128	1309129	-	1002	916
CLUG_01868	Supercontig_1.2	1310775	1312073	-	1299	3702
CLUG_01869	Supercontig_1.2	1313325	1316006	+	2682	5152
CLUG_01870	Supercontig_1.2	1316483	1317988	+	1506	28084
CLUG_01871	Supercontig_1.2	1319148	1320500	-	1353	15800
CLUG_01872	Supercontig_1.2	1322261	1325059	+	2799	12121
CLUG_01873	Supercontig_1.2	1325355	1326533	+	1179	1
CLUG_01874	Supercontig_1.2	1325382	1326602	-	1221	14
CLUG_01875	Supercontig_1.2	1327169	1327630	-	462	661
CLUG_01876	Supercontig_1.2	1328061	1331654	-	3594	5731
CLUG_01877	Supercontig_1.2	1333074	1333610	+	537	23
CLUG_01878	Supercontig_1.2	1333119	1334102	-	984	241
CLUG_01879	Supercontig_1.2	1336393	1337052	-	660	384
CLUG_01880	Supercontig_1.2	1339136	1340119	+	984	2570
CLUG_01881	Supercontig_1.2	1340890	1341624	-	735	6425
CLUG_01882	Supercontig_1.2	1341953	1343866	-	1914	1462
CLUG_01883	Supercontig_1.2	1344386	1345513	-	1128	8075
CLUG_01884	Supercontig_1.2	1347195	1348838	-	1644	144
CLUG_01885	Supercontig_1.2	1347544	1348200	+	657	0
CLUG_01886	Supercontig_1.2	1349551	1350189	+	639	1324
CLUG_01887	Supercontig_1.2	1350585	1351841	-	1257	1438
CLUG_01888	Supercontig_1.2	1352104	1352928	-	825	1197
CLUG_01889	Supercontig_1.2	1353100	1355589	-	2490	5081
CLUG_01890	Supercontig_1.2	1356375	1357121	-	747	259673
CLUG_01891	Supercontig_1.2	1357986	1358669	-	684	930
CLUG_01892	Supercontig_1.2	1359586	1360410	-	825	3
CLUG_01893	Supercontig_1.2	1359592	1360353	+	762	0
CLUG_01894	Supercontig_1.2	1360919	1361941	+	1023	1019
CLUG_01895	Supercontig_1.2	1362317	1364203	-	1887	5557
CLUG_01896	Supercontig_1.2	1366106	1367047	-	942	1575
CLUG_01897	Supercontig_1.2	1367876	1369126	-	1251	16723
CLUG_01898	Supercontig_1.2	1372826	1374433	+	1608	73
CLUG_01899	Supercontig_1.2	1375061	1380076	+	5016	8100
CLUG_01900	Supercontig_1.2	1380238	1380981	+	744	1666
CLUG_01901	Supercontig_1.2	1381593	1382783	-	1191	5730
CLUG_01902	Supercontig_1.2	1383139	1384305	-	1167	963
CLUG_01903	Supercontig_1.2	1384789	1385391	-	603	192
CLUG_01904	Supercontig_1.2	1385078	1388083	+	3006	12184
CLUG_01905	Supercontig_1.2	1388963	1391179	+	2217	3894
CLUG_01906	Supercontig_1.2	1393239	1393802	+	564	860
CLUG_01907	Supercontig_1.2	1395011	1396738	+	1728	6004
CLUG_01908	Supercontig_1.2	1398246	1399208	-	963	3001
CLUG_01909	Supercontig_1.2	1399369	1400301	+	933	2435
CLUG_01910	Supercontig_1.2	1400663	1401415	-	753	1077
CLUG_01911	Supercontig_1.2	1401619	1402908	-	1290	2585
CLUG_01912	Supercontig_1.2	1404411	1405538	+	1128	1726
CLUG_01913	Supercontig_1.2	1407222	1408670	-	1449	220
CLUG_01914	Supercontig_1.2	1409222	1410859	-	1638	945
CLUG_01915	Supercontig_1.2	1412697	1414361	+	1665	205
CLUG_01916	Supercontig_1.2	1414397	1416517	-	2121	2933
CLUG_01917	Supercontig_1.2	1417266	1418444	+	1179	1688
CLUG_01918	Supercontig_1.2	1419201	1419842	-	642	26487
CLUG_01919	Supercontig_1.2	1420636	1422276	-	1641	8425
CLUG_01920	Supercontig_1.2	1423368	1424210	+	843	880
CLUG_01921	Supercontig_1.2	1424994	1426310	+	1317	1828
CLUG_01922	Supercontig_1.2	1427075	1427773	+	699	3771
CLUG_01923	Supercontig_1.2	1428249	1429712	+	1464	4757
CLUG_01924	Supercontig_1.2	1429937	1430434	+	498	1596
CLUG_01925	Supercontig_1.2	1430469	1431866	-	1398	816
CLUG_01926	Supercontig_1.2	1432711	1433445	-	735	3746
CLUG_01927	Supercontig_1.2	1433872	1435914	-	2043	1709
CLUG_01928	Supercontig_1.2	1436059	1437999	-	1941	1531
CLUG_01929	Supercontig_1.2	1438358	1438906	-	549	1790
CLUG_01930	Supercontig_1.2	1439269	1440699	+	1431	1127
CLUG_01931	Supercontig_1.2	1441330	1442502	+	1173	1459
CLUG_01932	Supercontig_1.2	1443215	1444645	+	1431	3384
CLUG_01933	Supercontig_1.2	1445032	1445955	+	924	1657
CLUG_01934	Supercontig_1.2	1447179	1448558	+	1380	19678
CLUG_01935	Supercontig_1.2	1450981	1452312	+	1332	1325
CLUG_01936	Supercontig_1.2	1453008	1453922	+	915	5508
CLUG_01937	Supercontig_1.2	1454562	1455818	-	1257	1474
CLUG_01938	Supercontig_1.2	1458215	1459123	+	909	24916
CLUG_01939	Supercontig_1.2	1459336	1459866	+	531	21378
CLUG_01940	Supercontig_1.2	1460157	1460534	-	378	4673
CLUG_01941	Supercontig_1.2	1461576	1462364	-	789	783
CLUG_01942	Supercontig_1.2	1461582	1462229	+	648	0
CLUG_01943	Supercontig_1.2	1462819	1464708	+	1890	2090
CLUG_01944	Supercontig_1.2	1466379	1467845	+	1467	8465
CLUG_01945	Supercontig_1.2	1469060	1470289	+	1230	9336
CLUG_01946	Supercontig_1.2	1471476	1472204	+	729	1655
CLUG_01947	Supercontig_1.2	1472628	1474148	-	1521	6730
CLUG_01948	Supercontig_1.2	1476956	1477888	+	933	350
CLUG_01949	Supercontig_1.2	1479377	1480747	+	1371	1290
CLUG_01950	Supercontig_1.2	1480860	1482755	-	1896	10650
CLUG_01951	Supercontig_1.2	1483443	1485434	-	1992	5874
CLUG_01952	Supercontig_1.2	1487665	1490238	+	2574	2681
CLUG_01953	Supercontig_1.2	1490915	1493311	+	2397	2018
CLUG_01954	Supercontig_1.2	1494470	1494979	-	510	93515
CLUG_01955	Supercontig_1.2	1495085	1495672	-	588	3
CLUG_01956	Supercontig_1.2	1495341	1496012	-	672	2296
CLUG_01957	Supercontig_1.2	1496683	1498797	-	2115	21454
CLUG_01958	Supercontig_1.2	1499524	1500354	+	831	1756
CLUG_01959	Supercontig_1.2	1501626	1502156	-	531	330
CLUG_01960	Supercontig_1.2	1501719	1502264	+	546	764
CLUG_01961	Supercontig_1.2	1503870	1506656	-	2787	6956
CLUG_01962	Supercontig_1.2	1507929	1508528	+	600	5884
CLUG_01963	Supercontig_1.2	1508961	1511735	-	2775	1972
CLUG_01964	Supercontig_1.2	1512266	1514167	+	1902	1058
CLUG_01965	Supercontig_1.2	1514863	1515930	+	1068	5326
CLUG_01966	Supercontig_1.2	1516298	1517242	-	945	8038
CLUG_01967	Supercontig_1.2	1520096	1520983	+	888	2974
CLUG_01968	Supercontig_1.2	1520363	1521115	-	753	61
CLUG_01969	Supercontig_1.2	1522522	1525236	+	2715	1556
CLUG_01970	Supercontig_1.2	1525600	1526055	+	456	5924
CLUG_01971	Supercontig_1.2	1525936	1526535	-	600	9981
CLUG_01972	Supercontig_1.2	1526750	1528360	+	1611	2097
CLUG_01973	Supercontig_1.2	1528379	1529782	+	1404	3766
CLUG_01974	Supercontig_1.2	1530302	1530976	+	675	10665
CLUG_01975	Supercontig_1.2	1531417	1532571	+	1155	682
CLUG_01976	Supercontig_1.2	1533521	1533982	+	462	1806
CLUG_01977	Supercontig_1.2	1534783	1536987	+	2205	9897
CLUG_01978	Supercontig_1.2	1538049	1540490	+	2442	8921
CLUG_01979	Supercontig_1.2	1541146	1542336	-	1191	25023
CLUG_01980	Supercontig_1.2	1543188	1544984	-	1797	14742
CLUG_01981	Supercontig_1.2	1547691	1549112	-	1422	118
CLUG_01982	Supercontig_1.2	1549570	1551009	-	1440	2830
CLUG_01983	Supercontig_1.2	1551639	1552619	-	981	1932
CLUG_01984	Supercontig_1.2	1555044	1555541	-	498	179
CLUG_01985	Supercontig_1.2	1555569	1556978	+	1410	3978
CLUG_01986	Supercontig_1.2	1555584	1556765	-	1182	0
CLUG_01987	Supercontig_1.2	1557737	1559440	+	1704	314
CLUG_01988	Supercontig_1.2	1560278	1562158	+	1881	794
CLUG_01989	Supercontig_1.2	1561344	1561820	-	477	0
CLUG_01990	Supercontig_1.2	1563948	1564949	+	1002	738
CLUG_01991	Supercontig_1.2	1564086	1565057	-	972	7
CLUG_01992	Supercontig_1.2	1566450	1567607	-	1158	0
CLUG_01993	Supercontig_1.2	1566462	1567604	+	1143	0
CLUG_01994	Supercontig_1.2	1568561	1569106	+	546	435
CLUG_01995	Supercontig_1.2	1569967	1571700	+	1734	25644
CLUG_01996	Supercontig_1.2	1571966	1572745	-	780	19
CLUG_01997	Supercontig_1.2	1573835	1574905	-	1071	4140
CLUG_01998	Supercontig_1.2	1575991	1577100	+	1110	2146
CLUG_01999	Supercontig_1.2	1578486	1580801	+	2316	3795
CLUG_02000	Supercontig_1.2	1581673	1584615	-	2943	1704
CLUG_02001	Supercontig_1.2	1586361	1591133	+	4773	18332
CLUG_02002	Supercontig_1.2	1591291	1591830	-	540	17
CLUG_02003	Supercontig_1.2	1593205	1593687	+	483	694
CLUG_02004	Supercontig_1.2	1594206	1596062	+	1857	4397
CLUG_02005	Supercontig_1.2	1596492	1597835	+	1344	8128
CLUG_02006	Supercontig_1.2	1599399	1603013	+	3615	20077
CLUG_02007	Supercontig_1.2	1603845	1605428	+	1584	2585
CLUG_02008	Supercontig_1.2	1606043	1606276	+	234	577
CLUG_02009	Supercontig_1.2	1606518	1608542	+	2025	627
CLUG_02010	Supercontig_1.2	1608590	1610962	-	2373	8458
CLUG_02011	Supercontig_1.2	1611467	1612804	-	1338	2489
CLUG_02012	Supercontig_1.2	1613776	1615017	-	1242	12437
CLUG_02013	Supercontig_1.2	1615388	1616641	-	1254	3500
CLUG_02014	Supercontig_1.2	1617162	1619234	-	2073	2358
CLUG_02015	Supercontig_1.2	1620598	1622340	+	1743	3125
CLUG_02016	Supercontig_1.2	1623249	1625318	+	2070	25395
CLUG_02017	Supercontig_1.2	1626207	1627880	+	1674	928
CLUG_02018	Supercontig_1.2	1628955	1630583	-	1629	1671
CLUG_02019	Supercontig_1.2	1631234	1633039	-	1806	345
CLUG_02020	Supercontig_1.2	1633295	1633951	+	657	6
CLUG_02021	Supercontig_1.2	1635972	1636820	+	849	745
CLUG_02022	Supercontig_1.2	1637081	1638412	-	1332	807
CLUG_02023	Supercontig_1.2	1639721	1641631	-	1911	128
CLUG_02024	Supercontig_1.2	1639787	1641658	+	1872	0
CLUG_02025	Supercontig_1.2	1643299	1644144	-	846	3730
CLUG_02026	Supercontig_1.2	1644916	1645818	-	903	11966
CLUG_02027	Supercontig_1.2	1650085	1651779	-	1695	896
CLUG_02028	Supercontig_1.2	1657093	1657710	-	618	1
CLUG_02029	Supercontig_1.2	1657109	1657720	-	612	0
CLUG_02030	Supercontig_1.2	1657493	1659751	+	2259	161
CLUG_02031	Supercontig_1.2	1658142	1658600	+	459	0
CLUG_02032	Supercontig_1.2	1659099	1659617	-	519	0
CLUG_02033	Supercontig_1.2	1660855	1662225	+	1371	13439
CLUG_02034	Supercontig_1.2	1662296	1662949	-	654	17502
CLUG_02035	Supercontig_1.2	1664706	1665623	+	918	40
CLUG_02036	Supercontig_1.2	1664780	1665529	-	750	0
CLUG_02037	Supercontig_1.2	1666400	1669198	-	2799	10402
CLUG_02038	Supercontig_1.2	1670441	1672237	-	1797	2510
CLUG_02039	Supercontig_1.2	1673879	1674883	+	1005	1758
CLUG_02040	Supercontig_1.2	1675861	1677168	+	1308	6229
CLUG_02041	Supercontig_1.2	1680682	1682055	+	1374	1728
CLUG_02042	Supercontig_1.2	1682605	1683603	-	999	1035
CLUG_02043	Supercontig_1.2	1686857	1687756	+	900	2470
CLUG_02044	Supercontig_1.2	1688220	1689383	+	1164	894
CLUG_02045	Supercontig_1.2	1688272	1688823	+	552	0
