# Program:featureCounts v1.6.0; Command:"featureCounts" "-g" "gene_id" "-T" "8" "-G" "genome/candida_lusitaniae_ATCC42720_w_CBS_6936_MT.fasta" "-s" "1" "-a" "genome/candida_lusitaniae_1_transcripts.gtf" "--tmpDir" "/scratch" "-o" "results/featureCounts/L1B_benomyl.r2.gsnap_frags.tab" "-F" "GTF" "-p" "aln/L1B_benomyl.r2.gsnap.bam" 
Geneid	Chr	Start	End	Strand	Length	aln/L1B_benomyl.r2.gsnap.bam
CLUG_02051	Supercontig_1.2	1702766	1703560	-	795	13
CLUG_02052	Supercontig_1.2	1706396	1707286	-	891	12
CLUG_02053	Supercontig_1.2	1708183	1709994	+	1812	74
CLUG_02054	Supercontig_1.2	1712358	1713014	+	657	66
CLUG_02055	Supercontig_1.2	1713101	1713820	-	720	41
CLUG_02056	Supercontig_1.2	1716584	1717534	+	951	270
CLUG_02057	Supercontig_1.2	1719005	1722253	+	3249	1444
CLUG_02058	Supercontig_1.2	1723985	1724884	+	900	321
CLUG_02059	Supercontig_1.2	1724903	1725562	-	660	131
CLUG_02060	Supercontig_1.2	1725326	1725799	+	474	947
CLUG_02061	Supercontig_1.2	1725931	1728252	-	2322	213
CLUG_02062	Supercontig_1.2	1730858	1731922	-	1065	14178
CLUG_02063	Supercontig_1.2	1730864	1731997	+	1134	1560
CLUG_02064	Supercontig_1.2	1733657	1734397	+	741	172
CLUG_02065	Supercontig_1.2	1735103	1736242	+	1140	51
CLUG_02066	Supercontig_1.2	1738125	1739957	+	1833	55
CLUG_02067	Supercontig_1.2	1740467	1741636	+	1170	36
CLUG_02068	Supercontig_1.2	1740539	1741231	-	693	69
CLUG_02069	Supercontig_1.2	1742422	1743375	+	954	10
CLUG_02070	Supercontig_1.2	1744301	1745341	+	1041	51
CLUG_02071	Supercontig_1.2	1747200	1748207	+	1008	53
CLUG_02072	Supercontig_1.2	1748780	1750870	+	2091	52
CLUG_02073	Supercontig_1.2	1751577	1751765	-	189	25
CLUG_02074	Supercontig_1.2	1751962	1752249	+	288	65
CLUG_02075	Supercontig_1.2	1752926	1754227	-	1302	21
CLUG_02076	Supercontig_1.2	1752984	1753541	+	558	63
CLUG_02077	Supercontig_1.2	1755685	1757226	-	1542	4662
CLUG_02078	Supercontig_1.2	1755802	1757082	+	1281	493
CLUG_02079	Supercontig_1.2	1757611	1758285	-	675	7
CLUG_02080	Supercontig_1.2	1758005	1758871	-	867	6
CLUG_02081	Supercontig_1.2	1759589	1760752	-	1164	42
CLUG_02082	Supercontig_1.2	1759640	1760728	+	1089	5
CLUG_02083	Supercontig_1.2	1765192	1767429	+	2238	12
CLUG_02084	Supercontig_1.2	1767990	1769492	-	1503	17
CLUG_02085	Supercontig_1.2	1769713	1771149	+	1437	19
CLUG_02086	Supercontig_1.2	1772245	1773549	-	1305	10
CLUG_02087	Supercontig_1.2	1775276	1777579	-	2304	144
CLUG_02088	Supercontig_1.2	1777889	1779853	+	1965	219
CLUG_02089	Supercontig_1.2	1780314	1782572	+	2259	77
CLUG_02090	Supercontig_1.2	1783367	1784716	+	1350	15
CLUG_02091	Supercontig_1.2	1785008	1785313	-	306	75
CLUG_02092	Supercontig_1.2	1785867	1786313	+	447	1019
CLUG_02093	Supercontig_1.2	1786408	1787838	-	1431	276
CLUG_02094	Supercontig_1.2	1788267	1789937	-	1671	105
CLUG_02095	Supercontig_1.2	1790578	1791525	+	948	49
CLUG_02096	Supercontig_1.2	1791934	1793661	+	1728	815
CLUG_02097	Supercontig_1.2	1793959	1796454	+	2496	107
CLUG_02098	Supercontig_1.2	1796534	1797172	-	639	22
CLUG_02099	Supercontig_1.2	1797962	1799572	+	1611	223
CLUG_02100	Supercontig_1.2	1799916	1800500	+	585	109
CLUG_02101	Supercontig_1.2	1800902	1802314	+	1413	474
CLUG_02102	Supercontig_1.2	1802365	1802703	-	339	304
CLUG_02103	Supercontig_1.2	1802885	1804300	+	1416	282
CLUG_02104	Supercontig_1.2	1805302	1806189	+	888	80
CLUG_02105	Supercontig_1.2	1809473	1810342	-	870	13
CLUG_02106	Supercontig_1.2	1811004	1811972	+	969	3352
CLUG_02107	Supercontig_1.2	1812185	1812643	+	459	79
CLUG_02108	Supercontig_1.2	1812885	1814450	+	1566	434
CLUG_02109	Supercontig_1.2	1814480	1815895	-	1416	435
CLUG_02110	Supercontig_1.2	1815953	1816759	-	807	927
CLUG_02111	Supercontig_1.2	1817494	1818060	+	567	4611
CLUG_02112	Supercontig_1.2	1817533	1818051	-	519	324
CLUG_02113	Supercontig_1.2	1818664	1819656	-	993	62
CLUG_02114	Supercontig_1.2	1820211	1821491	-	1281	1265
CLUG_02115	Supercontig_1.2	1821925	1824660	-	2736	96
CLUG_02116	Supercontig_1.2	1826312	1827649	-	1338	22
CLUG_02117	Supercontig_1.2	1827957	1831373	+	3417	134
CLUG_02118	Supercontig_1.2	1831416	1832717	-	1302	386
CLUG_02119	Supercontig_1.2	1832702	1833067	+	366	191
CLUG_02120	Supercontig_1.2	1833592	1836105	-	2514	128
CLUG_02121	Supercontig_1.2	1837144	1838544	-	1401	415
CLUG_02122	Supercontig_1.2	1841072	1843087	-	2016	95
CLUG_02123	Supercontig_1.2	1844360	1846030	+	1671	174
CLUG_02124	Supercontig_1.2	1846468	1848693	-	2226	68
CLUG_02125	Supercontig_1.2	1850003	1850317	+	315	7
CLUG_02126	Supercontig_1.2	1852108	1853184	-	1077	859
CLUG_02127	Supercontig_1.2	1855200	1855763	+	564	53
CLUG_02128	Supercontig_1.2	1856710	1857744	+	1035	270
CLUG_02129	Supercontig_1.2	1858929	1859708	+	780	175
CLUG_02130	Supercontig_1.2	1861210	1861821	-	612	9
CLUG_02131	Supercontig_1.2	1861506	1861976	-	471	6
CLUG_02132	Supercontig_1.2	1861975	1863873	+	1899	115
CLUG_02133	Supercontig_1.2	1862695	1863162	-	468	6
CLUG_02134	Supercontig_1.2	1863092	1864483	-	1392	5
CLUG_02135	Supercontig_1.2	1863197	1864459	+	1263	11
CLUG_02136	Supercontig_1.2	1863273	1864262	-	990	0
CLUG_02137	Supercontig_1.2	1864141	1864593	+	453	1
CLUG_02138	Supercontig_1.2	1867174	1868727	+	1554	41
CLUG_02139	Supercontig_1.2	1869951	1870721	-	771	244
CLUG_02140	Supercontig_1.2	1871735	1872379	+	645	185
CLUG_02141	Supercontig_1.2	1872443	1873774	-	1332	49
CLUG_02142	Supercontig_1.2	1875281	1877071	+	1791	398
CLUG_02143	Supercontig_1.2	1875569	1877152	-	1584	249
CLUG_02144	Supercontig_1.2	1877839	1879230	-	1392	897
CLUG_02145	Supercontig_1.2	1880381	1881148	-	768	1534
CLUG_02146	Supercontig_1.2	1883085	1883981	-	897	7
CLUG_02147	Supercontig_1.2	1887985	1891545	+	3561	35
CLUG_02148	Supercontig_1.2	1892085	1893179	-	1095	9
CLUG_02149	Supercontig_1.2	1895393	1896442	-	1050	62
CLUG_02150	Supercontig_1.2	1896414	1898405	+	1992	16
CLUG_02151	Supercontig_1.2	1901654	1903453	+	1800	35
CLUG_02152	Supercontig_1.2	1903600	1905084	-	1485	64
CLUG_02153	Supercontig_1.2	1905439	1905909	+	471	427
CLUG_02154	Supercontig_1.2	1905457	1905957	-	501	2434
CLUG_02155	Supercontig_1.2	1907152	1907838	+	687	32
CLUG_02156	Supercontig_1.2	1909476	1910582	-	1107	164324
CLUG_02157	Supercontig_1.2	1910107	1910613	+	507	9005
CLUG_02158	Supercontig_1.2	1911547	1913853	+	2307	236
CLUG_02159	Supercontig_1.2	1914147	1916015	-	1869	861
CLUG_02160	Supercontig_1.2	1916764	1917408	-	645	1796
CLUG_02161	Supercontig_1.2	1916854	1917129	+	276	208
CLUG_02162	Supercontig_1.2	1918567	1920603	+	2037	84
CLUG_02163	Supercontig_1.2	1921490	1922185	-	696	62
CLUG_02164	Supercontig_1.2	1921596	1922402	+	807	6
CLUG_02165	Supercontig_1.2	1922753	1923568	+	816	18
CLUG_02166	Supercontig_1.2	1924133	1927471	-	3339	65
CLUG_02167	Supercontig_1.2	1928660	1930132	-	1473	29
CLUG_02168	Supercontig_1.2	1930802	1931464	-	663	74
CLUG_02169	Supercontig_1.2	1930827	1931222	+	396	954
CLUG_02170	Supercontig_1.2	1932025	1935324	-	3300	64
CLUG_02171	Supercontig_1.2	1933527	1934015	-	489	0
CLUG_02172	Supercontig_1.2	1933867	1934493	+	627	4
CLUG_02173	Supercontig_1.2	1933907	1934665	+	759	6
CLUG_02174	Supercontig_1.2	1935669	1936949	-	1281	339
CLUG_02175	Supercontig_1.2	1935831	1936931	+	1101	2644
CLUG_02176	Supercontig_1.2	1939404	1941491	+	2088	23
CLUG_02177	Supercontig_1.2	1944025	1945197	+	1173	21
CLUG_02178	Supercontig_1.2	1946148	1949393	+	3246	202
CLUG_02179	Supercontig_1.2	1951802	1956241	-	4440	60
CLUG_02180	Supercontig_1.2	1958926	1960686	+	1761	135
CLUG_02181	Supercontig_1.2	1960953	1961897	-	945	24
CLUG_02182	Supercontig_1.2	1963264	1964961	+	1698	1880
CLUG_02183	Supercontig_1.2	1965592	1968312	-	2721	473
CLUG_02184	Supercontig_1.2	1969332	1969802	+	471	21
CLUG_02185	Supercontig_1.2	1971311	1971775	+	465	15
CLUG_02186	Supercontig_1.2	1972407	1972937	+	531	60
CLUG_02187	Supercontig_1.2	1973631	1974104	+	474	26
CLUG_02188	Supercontig_1.2	1974714	1975211	+	498	19
CLUG_02189	Supercontig_1.2	1975821	1976285	-	465	7
CLUG_02190	Supercontig_1.2	1975858	1976331	+	474	55
CLUG_02191	Supercontig_1.2	1976845	1977333	+	489	84
CLUG_02192	Supercontig_1.2	1978188	1978733	+	546	243
CLUG_02193	Supercontig_1.2	1979433	1980287	-	855	230
CLUG_02194	Supercontig_1.2	1980741	1984256	-	3516	126
CLUG_02195	Supercontig_1.2	1984751	1986598	-	1848	40
CLUG_02196	Supercontig_1.2	1985195	1986622	+	1428	45
CLUG_02197	Supercontig_1.2	1988572	1989006	-	435	110
CLUG_02198	Supercontig_1.2	1990034	1992109	-	2076	34
CLUG_02199	Supercontig_1.2	1993136	1993621	-	486	29
CLUG_02200	Supercontig_1.2	1994826	1996703	+	1878	35
CLUG_02201	Supercontig_1.2	1997776	1998576	-	801	859
CLUG_02202	Supercontig_1.2	1997944	1998522	+	579	91
CLUG_02203	Supercontig_1.2	2000638	2002437	-	1800	74
CLUG_02204	Supercontig_1.2	2003048	2003944	+	897	528
CLUG_02205	Supercontig_1.2	2004902	2006449	+	1548	80
CLUG_02206	Supercontig_1.2	2006824	2007717	+	894	62
CLUG_02207	Supercontig_1.2	2009365	2010717	+	1353	978
CLUG_02208	Supercontig_1.2	2011118	2013787	-	2670	3260
CLUG_02209	Supercontig_1.2	2015282	2015812	-	531	227
CLUG_02210	Supercontig_1.2	2016362	2016916	+	555	70
CLUG_02211	Supercontig_1.2	2017093	2017611	+	519	44
CLUG_02212	Supercontig_1.2	2017755	2019944	+	2190	207
CLUG_02213	Supercontig_1.2	2020831	2025612	+	4782	70
CLUG_02214	Supercontig_1.2	2026494	2028419	+	1926	24
CLUG_02215	Supercontig_1.2	2028630	2030552	-	1923	64
CLUG_02216	Supercontig_1.2	2032441	2034144	+	1704	83
CLUG_02217	Supercontig_1.2	2034766	2035332	-	567	23
CLUG_02218	Supercontig_1.2	2035752	2037263	-	1512	100
CLUG_02219	Supercontig_1.2	2039707	2041401	+	1695	341
CLUG_02220	Supercontig_1.2	2041853	2042224	-	372	82
CLUG_02221	Supercontig_1.2	2042896	2043495	-	600	25
CLUG_02222	Supercontig_1.2	2045073	2045426	-	354	6
CLUG_02223	Supercontig_1.2	2046108	2047412	+	1305	58
CLUG_02224	Supercontig_1.2	2047518	2048405	+	888	133
CLUG_02225	Supercontig_1.2	2049014	2050915	-	1902	107
CLUG_02226	Supercontig_1.2	2051634	2052131	+	498	96
CLUG_02227	Supercontig_1.2	2052214	2052813	+	600	92
CLUG_02228	Supercontig_1.2	2052834	2056667	-	3834	114
CLUG_02229	Supercontig_1.2	2057811	2060318	-	2508	52
CLUG_02230	Supercontig_1.2	2061951	2063525	-	1575	495
CLUG_02231	Supercontig_1.2	2064139	2064603	-	465	29
CLUG_02232	Supercontig_1.2	2065163	2066422	+	1260	283
CLUG_02233	Supercontig_1.2	2068042	2068809	-	768	99
CLUG_02234	Supercontig_1.2	2068166	2068825	+	660	589
CLUG_02235	Supercontig_1.2	2069578	2070243	+	666	40
CLUG_02236	Supercontig_1.2	2072529	2076086	+	3558	160
CLUG_02237	Supercontig_1.2	2076199	2077011	-	813	25
CLUG_02238	Supercontig_1.2	2080559	2083132	-	2574	129
CLUG_02239	Supercontig_1.2	2084747	2089576	+	4830	1063
CLUG_02240	Supercontig_1.2	2090060	2093515	+	3456	419
CLUG_02241	Supercontig_1.2	2094284	2094847	-	564	30
CLUG_02242	Supercontig_1.2	2095324	2096607	-	1284	62
CLUG_02243	Supercontig_1.2	2098070	2099140	+	1071	17
CLUG_02244	Supercontig_1.2	2099864	2102149	+	2286	92
CLUG_02245	Supercontig_1.2	2102755	2103240	+	486	1789
CLUG_02246	Supercontig_1.2	2104410	2106698	+	2289	146
CLUG_02247	Supercontig_1.2	2107095	2107661	+	567	21
CLUG_02248	Supercontig_1.2	2107767	2111132	-	3366	41
CLUG_02249	Supercontig_1.2	2112585	2113271	-	687	15
CLUG_02250	Supercontig_1.2	2113820	2114803	-	984	2
CLUG_02251	Supercontig_1.2	2114697	2115227	-	531	3
CLUG_02252	Supercontig_1.2	2115405	2118596	+	3192	56
CLUG_02253	Supercontig_1.2	2118671	2119237	+	567	13
CLUG_02254	Supercontig_1.2	2119339	2124771	-	5433	134
CLUG_02255	Supercontig_1.2	2125646	2127157	-	1512	41
CLUG_02256	Supercontig_1.2	2127667	2129313	+	1647	15
CLUG_02257	Supercontig_1.2	2128029	2128775	-	747	20
CLUG_02258	Supercontig_1.2	2129826	2130317	-	492	4
CLUG_02259	Supercontig_1.2	2133456	2134718	+	1263	10
CLUG_02260	Supercontig_1.2	2136240	2138672	+	2433	18
CLUG_02261	Supercontig_1.2	2141396	2147749	+	6354	11
CLUG_02262	Supercontig_1.2	2147881	2150967	-	3087	38
CLUG_02263	Supercontig_1.2	2151575	2152189	-	615	39
CLUG_02264	Supercontig_1.2	2152667	2154385	-	1719	27
CLUG_02265	Supercontig_1.2	2156068	2157897	+	1830	7217
CLUG_02266	Supercontig_1.2	2159375	2160631	+	1257	209
CLUG_02267	Supercontig_1.2	2161192	2164227	+	3036	149
CLUG_02268	Supercontig_1.2	2164337	2165518	-	1182	32
CLUG_02269	Supercontig_1.2	2166120	2166500	-	381	5
CLUG_02270	Supercontig_1.2	2167124	2169355	-	2232	22
CLUG_02271	Supercontig_1.2	2169389	2170375	+	987	19
CLUG_02272	Supercontig_1.2	2170956	2172371	+	1416	27
CLUG_02273	Supercontig_1.2	2173094	2174389	+	1296	92
CLUG_02274	Supercontig_1.2	2174728	2177541	-	2814	31
CLUG_02275	Supercontig_1.2	2179002	2179985	+	984	106
CLUG_02276	Supercontig_1.2	2179047	2179997	-	951	377
CLUG_02277	Supercontig_1.2	2180895	2181992	+	1098	2139
CLUG_02278	Supercontig_1.2	2182503	2184215	+	1713	170
CLUG_02279	Supercontig_1.2	2184527	2185333	+	807	39
CLUG_02280	Supercontig_1.2	2185830	2187797	+	1968	117
CLUG_02281	Supercontig_1.2	2188008	2189459	+	1452	79
CLUG_02282	Supercontig_1.2	2189711	2190529	+	819	46
CLUG_02283	Supercontig_1.2	2191304	2193622	+	2319	37
CLUG_02284	Supercontig_1.2	2191628	2192110	-	483	59
CLUG_02285	Supercontig_1.2	2193170	2193664	-	495	74
CLUG_02286	Supercontig_1.2	2193723	2194595	+	873	39
CLUG_02287	Supercontig_1.2	2194104	2194898	-	795	351
CLUG_02288	Supercontig_1.2	2194558	2195025	+	468	34
CLUG_02289	Supercontig_1.2	2195794	2196678	-	885	1
CLUG_02290	Supercontig_1.2	2195798	2196892	-	1095	8
CLUG_02291	Supercontig_1.2	2197315	2198388	+	1074	26
CLUG_02292	Supercontig_1.2	2199004	2200566	-	1563	20
CLUG_02293	Supercontig_1.2	2200966	2201439	-	474	9
CLUG_02294	Supercontig_1.2	2201056	2201994	+	939	20
CLUG_02295	Supercontig_1.2	2201996	2202571	+	576	2
CLUG_02296	Supercontig_1.2	2202047	2202580	-	534	12
CLUG_02297	Supercontig_1.2	2203996	2205630	+	1635	121
CLUG_02298	Supercontig_1.2	2206371	2207123	-	753	38
CLUG_02299	Supercontig_1.2	2211909	2212400	+	492	37
CLUG_02300	Supercontig_1.2	2212267	2213064	-	798	139
CLUG_02301	Supercontig_1.3	10383	10901	-	519	4376
CLUG_02302	Supercontig_1.3	14102	14557	-	456	6
CLUG_02303	Supercontig_1.3	14185	14703	+	519	7
CLUG_02304	Supercontig_1.3	23053	23508	-	456	2
CLUG_02305	Supercontig_1.3	25667	27028	-	1362	21
CLUG_02306	Supercontig_1.3	27057	28532	-	1476	62
CLUG_02307	Supercontig_1.3	29153	30628	-	1476	142
CLUG_02308	Supercontig_1.3	31578	33365	+	1788	55
CLUG_02309	Supercontig_1.3	33476	34912	+	1437	47
CLUG_02310	Supercontig_1.3	35060	37546	-	2487	73
CLUG_02311	Supercontig_1.3	38787	40055	+	1269	68
CLUG_02312	Supercontig_1.3	41029	42414	+	1386	16
CLUG_02313	Supercontig_1.3	42691	43398	+	708	74
CLUG_02314	Supercontig_1.3	44032	44538	+	507	25
CLUG_02315	Supercontig_1.3	44528	46222	+	1695	75
CLUG_02316	Supercontig_1.3	45144	45782	-	639	35
CLUG_02317	Supercontig_1.3	46219	48564	+	2346	94
CLUG_02318	Supercontig_1.3	48660	50033	+	1374	52
CLUG_02319	Supercontig_1.3	50124	50513	-	390	14
CLUG_02320	Supercontig_1.3	50733	51971	-	1239	17
CLUG_02321	Supercontig_1.3	52355	53614	-	1260	30
CLUG_02322	Supercontig_1.3	54500	55111	-	612	19
CLUG_02323	Supercontig_1.3	56763	58577	-	1815	42
CLUG_02324	Supercontig_1.3	58938	61523	+	2586	43
CLUG_02325	Supercontig_1.3	61770	62486	+	717	19
CLUG_02326	Supercontig_1.3	62921	64249	+	1329	23
CLUG_02327	Supercontig_1.3	64907	66220	+	1314	77
CLUG_02328	Supercontig_1.3	66792	67937	-	1146	36
CLUG_02329	Supercontig_1.3	69945	72494	+	2550	112
CLUG_02330	Supercontig_1.3	72559	73680	-	1122	13
CLUG_02331	Supercontig_1.3	73695	74285	+	591	43
CLUG_02332	Supercontig_1.3	74303	76675	-	2373	123
CLUG_02333	Supercontig_1.3	77093	77782	+	690	53
CLUG_02334	Supercontig_1.3	78405	79427	-	1023	114
CLUG_02335	Supercontig_1.3	80982	84395	+	3414	384
CLUG_02336	Supercontig_1.3	85066	86652	-	1587	110
CLUG_02337	Supercontig_1.3	87065	90637	+	3573	89
CLUG_02338	Supercontig_1.3	90936	92543	+	1608	52
CLUG_02339	Supercontig_1.3	92588	95482	-	2895	25
CLUG_02340	Supercontig_1.3	95832	97007	+	1176	51
CLUG_02341	Supercontig_1.3	96341	96685	-	345	104
CLUG_02342	Supercontig_1.3	97579	100170	+	2592	271
CLUG_02343	Supercontig_1.3	100232	101839	-	1608	174
CLUG_02344	Supercontig_1.3	103041	105485	+	2445	556
CLUG_02345	Supercontig_1.3	105905	106468	+	564	125
CLUG_02346	Supercontig_1.3	106876	108282	+	1407	902
CLUG_02347	Supercontig_1.3	108395	109462	-	1068	138
CLUG_02348	Supercontig_1.3	109536	111644	-	2109	254
CLUG_02349	Supercontig_1.3	114197	115159	+	963	910
CLUG_02350	Supercontig_1.3	116107	116628	+	522	539
CLUG_02351	Supercontig_1.3	117557	118477	+	921	662
CLUG_02352	Supercontig_1.3	120510	121310	-	801	2946
CLUG_02353	Supercontig_1.3	121815	122417	+	603	6164
CLUG_02354	Supercontig_1.3	123008	123751	-	744	4024
CLUG_02355	Supercontig_1.3	124259	125968	-	1710	820
CLUG_02356	Supercontig_1.3	126384	126971	-	588	414
CLUG_02357	Supercontig_1.3	127656	128747	+	1092	149
CLUG_02358	Supercontig_1.3	129269	130399	+	1131	141
CLUG_02359	Supercontig_1.3	133927	134247	+	321	18
CLUG_02360	Supercontig_1.3	134368	135510	-	1143	27
CLUG_02361	Supercontig_1.3	137705	138778	-	1074	172
CLUG_02362	Supercontig_1.3	139535	140512	+	978	233
CLUG_02363	Supercontig_1.3	140529	141122	-	594	113
CLUG_02364	Supercontig_1.3	141031	141687	-	657	96
CLUG_02365	Supercontig_1.3	142827	143279	+	453	75
CLUG_02366	Supercontig_1.3	143912	144922	+	1011	295
CLUG_02367	Supercontig_1.3	145937	147664	+	1728	16301
CLUG_02368	Supercontig_1.3	147738	149753	-	2016	1779
CLUG_02369	Supercontig_1.3	150424	152751	-	2328	2094
CLUG_02370	Supercontig_1.3	154163	156451	+	2289	383
CLUG_02371	Supercontig_1.3	156585	157211	-	627	2012
CLUG_02372	Supercontig_1.3	157496	158110	+	615	381
CLUG_02373	Supercontig_1.3	158235	158387	-	153	9
CLUG_02374	Supercontig_1.3	158494	160320	-	1827	48
CLUG_02375	Supercontig_1.3	160821	162311	+	1491	34
CLUG_02376	Supercontig_1.3	162641	164413	-	1773	67
CLUG_02377	Supercontig_1.3	164712	166214	-	1503	28
CLUG_02378	Supercontig_1.3	166360	167649	+	1290	26
CLUG_02379	Supercontig_1.3	167735	169363	-	1629	51
CLUG_02380	Supercontig_1.3	169406	170179	-	774	25
CLUG_02381	Supercontig_1.3	170292	171719	-	1428	35
CLUG_02382	Supercontig_1.3	172369	173406	-	1038	33
CLUG_02383	Supercontig_1.3	174004	174537	-	534	17
CLUG_02384	Supercontig_1.3	174694	177315	-	2622	60
CLUG_02385	Supercontig_1.3	178655	179308	+	654	338
CLUG_02386	Supercontig_1.3	179875	184161	+	4287	20
CLUG_02387	Supercontig_1.3	184722	186566	+	1845	41
CLUG_02388	Supercontig_1.3	186906	187382	-	477	64
CLUG_02389	Supercontig_1.3	188136	188834	-	699	89
CLUG_02390	Supercontig_1.3	189229	190041	+	813	242
CLUG_02391	Supercontig_1.3	190658	190978	-	321	378
CLUG_02392	Supercontig_1.3	191267	194161	-	2895	652
CLUG_02393	Supercontig_1.3	194953	195774	+	822	24
CLUG_02394	Supercontig_1.3	195896	197764	-	1869	37
CLUG_02395	Supercontig_1.3	198592	199293	+	702	62
CLUG_02396	Supercontig_1.3	200001	201587	-	1587	63
CLUG_02397	Supercontig_1.3	201568	203160	-	1593	19
CLUG_02398	Supercontig_1.3	203356	203916	+	561	84
CLUG_02399	Supercontig_1.3	203957	206116	-	2160	142
CLUG_02400	Supercontig_1.3	206486	208732	+	2247	42
CLUG_02401	Supercontig_1.3	208944	212525	+	3582	63
CLUG_02402	Supercontig_1.3	212796	214493	+	1698	73
CLUG_02403	Supercontig_1.3	214646	215311	-	666	123
CLUG_02404	Supercontig_1.3	216147	217520	-	1374	81
CLUG_02405	Supercontig_1.3	218534	219937	+	1404	23
CLUG_02406	Supercontig_1.3	220440	225773	+	5334	156
CLUG_02407	Supercontig_1.3	225911	227194	-	1284	19
CLUG_02408	Supercontig_1.3	227535	228605	-	1071	135
CLUG_02409	Supercontig_1.3	228827	230548	-	1722	33
CLUG_02410	Supercontig_1.3	231083	231565	-	483	18
CLUG_02411	Supercontig_1.3	232568	233551	+	984	56
CLUG_02412	Supercontig_1.3	233552	234178	-	627	21
CLUG_02413	Supercontig_1.3	235258	239199	+	3942	201
CLUG_02414	Supercontig_1.3	239235	239684	-	450	19
CLUG_02415	Supercontig_1.3	239812	241038	-	1227	10
CLUG_02416	Supercontig_1.3	241091	242272	+	1182	89
CLUG_02417	Supercontig_1.3	243726	245606	+	1881	533
CLUG_02418	Supercontig_1.3	246216	248516	+	2301	805
CLUG_02419	Supercontig_1.3	248977	249321	+	345	14
CLUG_02420	Supercontig_1.3	249682	250977	-	1296	240
CLUG_02421	Supercontig_1.3	252609	254516	+	1908	431
CLUG_02422	Supercontig_1.3	254766	255761	+	996	461
CLUG_02423	Supercontig_1.3	255926	256519	-	594	135
CLUG_02424	Supercontig_1.3	257884	258435	+	552	34
CLUG_02425	Supercontig_1.3	258499	259086	-	588	30
CLUG_02426	Supercontig_1.3	259325	260827	-	1503	48
CLUG_02427	Supercontig_1.3	260724	261518	-	795	18
CLUG_02428	Supercontig_1.3	261614	262264	-	651	63
CLUG_02429	Supercontig_1.3	263239	264117	+	879	224
CLUG_02430	Supercontig_1.3	265045	265518	+	474	66
CLUG_02431	Supercontig_1.3	266766	268352	+	1587	29
CLUG_02432	Supercontig_1.3	268366	269592	-	1227	147
CLUG_02433	Supercontig_1.3	269964	273284	-	3321	188
CLUG_02434	Supercontig_1.3	273555	274748	-	1194	20
CLUG_02435	Supercontig_1.3	274907	275626	+	720	27
CLUG_02436	Supercontig_1.3	275694	280019	-	4326	74
CLUG_02437	Supercontig_1.3	280693	281904	+	1212	142
CLUG_02438	Supercontig_1.3	282041	282448	-	408	60
CLUG_02439	Supercontig_1.3	282589	283377	-	789	40
CLUG_02440	Supercontig_1.3	284768	285973	+	1206	2098
CLUG_02441	Supercontig_1.3	286231	286890	+	660	891
CLUG_02442	Supercontig_1.3	286983	287249	-	267	88
CLUG_02443	Supercontig_1.3	287656	288327	-	672	109
CLUG_02444	Supercontig_1.3	288669	289700	+	1032	2204
CLUG_02445	Supercontig_1.3	290054	290599	-	546	5400
CLUG_02446	Supercontig_1.3	291954	295610	+	3657	108
CLUG_02447	Supercontig_1.3	295972	296865	-	894	1186
CLUG_02448	Supercontig_1.3	297639	298301	+	663	2496
CLUG_02449	Supercontig_1.3	298356	298874	-	519	256
CLUG_02450	Supercontig_1.3	299794	300651	+	858	227
CLUG_02451	Supercontig_1.3	301956	302819	+	864	124
CLUG_02452	Supercontig_1.3	302859	305351	-	2493	48
CLUG_02453	Supercontig_1.3	305676	308366	+	2691	159
CLUG_02454	Supercontig_1.3	309869	311608	+	1740	205
CLUG_02455	Supercontig_1.3	311700	313208	-	1509	29
CLUG_02456	Supercontig_1.3	313525	315255	-	1731	23
CLUG_02457	Supercontig_1.3	316482	320021	+	3540	2083
CLUG_02458	Supercontig_1.3	320139	323618	-	3480	998
CLUG_02459	Supercontig_1.3	324142	326778	+	2637	560
CLUG_02460	Supercontig_1.3	326818	328353	-	1536	955
CLUG_02461	Supercontig_1.3	329684	330259	+	576	34
CLUG_02462	Supercontig_1.3	330990	332321	-	1332	106
CLUG_02463	Supercontig_1.3	333148	334173	+	1026	48
CLUG_02464	Supercontig_1.3	334246	334839	-	594	32
CLUG_02465	Supercontig_1.3	336005	336658	+	654	21
CLUG_02466	Supercontig_1.3	338481	339167	+	687	82
CLUG_02467	Supercontig_1.3	339539	340090	+	552	104
CLUG_02468	Supercontig_1.3	340316	341143	-	828	306
CLUG_02469	Supercontig_1.3	342430	343410	+	981	129
CLUG_02470	Supercontig_1.3	343761	346268	+	2508	292
CLUG_02471	Supercontig_1.3	346963	347523	+	561	697
CLUG_02472	Supercontig_1.3	347701	348537	-	837	292
CLUG_02473	Supercontig_1.3	349655	350932	+	1278	1457
CLUG_02474	Supercontig_1.3	350411	350938	-	528	6006
CLUG_02475	Supercontig_1.3	351162	351920	+	759	262
CLUG_02476	Supercontig_1.3	351967	354573	-	2607	505
CLUG_02477	Supercontig_1.3	354768	356741	-	1974	197
CLUG_02478	Supercontig_1.3	356878	358398	-	1521	844
CLUG_02479	Supercontig_1.3	358854	360347	+	1494	267
CLUG_02480	Supercontig_1.3	360457	361224	+	768	1103
CLUG_02481	Supercontig_1.3	361410	362237	+	828	349
CLUG_02482	Supercontig_1.3	362714	363322	+	609	24
