Geneid	Chr	Start	End	Strand	Length	L10.rep1	L10.rep2	L17.rep1	L17.rep2	U04.rep1	U04.rep2	U05.rep1	U05.rep2	U07.rep1	U07.rep2
CLUG_01967	Supercontig_1.2	1520096	1520983	+	888	6484	939	6790	4778	7815	7382	6723	5833	6857	8060
CLUG_01968	Supercontig_1.2	1520363	1521115	-	753	5281	792	5858	3833	6276	6333	5477	4808	5578	6973
CLUG_01969	Supercontig_1.2	1522522	1525236	+	2715	1670	218	789	530	739	782	1066	1253	1245	1191
CLUG_01970	Supercontig_1.2	1525600	1526055	+	456	6663	1718	7221	1299	4579	2682	7026	4303	3363	3012
CLUG_01971	Supercontig_1.2	1525936	1526535	-	600	8124	2043	9380	1569	5152	3280	7654	5155	4015	3913
CLUG_01972	Supercontig_1.2	1526750	1528360	+	1611	1605	192	1048	519	1424	1613	989	1234	1355	1516
CLUG_01973	Supercontig_1.2	1528379	1529782	+	1404	4117	602	1989	1548	3358	2560	2584	3054	3158	2644
CLUG_01974	Supercontig_1.2	1530302	1530976	+	675	7319	1226	5269	3202	4649	2600	4937	4811	4994	3590
CLUG_01975	Supercontig_1.2	1531417	1532571	+	1155	287	46	342	156	427	434	261	222	287	324
CLUG_01976	Supercontig_1.2	1533521	1533982	+	462	1284	206	1010	457	980	1109	683	829	1085	1056
CLUG_01977	Supercontig_1.2	1534783	1536987	+	2205	8689	1261	4983	3801	9684	7290	5634	7258	7950	7014
CLUG_01978	Supercontig_1.2	1538049	1540490	+	2442	8943	1351	4394	2550	6089	7489	5850	7701	4736	4571
CLUG_01979	Supercontig_1.2	1541146	1542336	-	1191	16297	2241	12324	8722	24519	22622	11406	14446	18939	16671
CLUG_01980	Supercontig_1.2	1543188	1544984	-	1797	8841	966	7404	5025	6137	4210	6340	7849	6466	5570
CLUG_01981	Supercontig_1.2	1547691	1549112	-	1422	182	17	59	80	254	632	75	213	310	366
CLUG_01982	Supercontig_1.2	1549570	1551009	-	1440	2303	334	1450	1055	2028	2203	1410	1806	1989	2108
CLUG_01983	Supercontig_1.2	1551639	1552619	-	981	2069	206	953	768	1424	1250	764	1207	1122	1102
CLUG_01984	Supercontig_1.2	1555044	1555541	-	498	10	3	13	3	10	19	6	11	21	29
CLUG_01985	Supercontig_1.2	1555569	1556978	+	1410	25493	2949	10651	6904	27493	20062	14834	21869	26594	20727
CLUG_01986	Supercontig_1.2	1555584	1556765	-	1182	20742	2373	8320	5533	22075	16476	11824	17713	21014	16698
CLUG_01987	Supercontig_1.2	1557737	1559440	+	1704	254	21	151	92	118	147	140	184	183	250
CLUG_01988	Supercontig_1.2	1560278	1562158	+	1881	966	128	583	493	854	814	633	801	843	978
CLUG_01989	Supercontig_1.2	1561344	1561820	-	477	339	50	216	179	318	261	218	299	324	298
CLUG_01990	Supercontig_1.2	1563948	1564949	+	1002	4792	583	3456	2810	4118	4329	3200	3821	4104	4142
CLUG_01991	Supercontig_1.2	1564086	1565057	-	972	4810	578	3572	2808	4019	4504	3139	3762	3992	4247
CLUG_01992	Supercontig_1.2	1566450	1567607	-	1158	3082	200	735	1435	2372	5418	665	1911	2588	3283
CLUG_01993	Supercontig_1.2	1566462	1567604	+	1143	3162	204	734	1456	2461	5536	685	1994	2670	3372
CLUG_01994	Supercontig_1.2	1568561	1569106	+	546	316	57	213	156	207	183	218	240	182	153
CLUG_01995	Supercontig_1.2	1569967	1571700	+	1734	18125	2231	12317	9472	16451	14996	12245	14161	14620	13950
CLUG_01996	Supercontig_1.2	1571966	1572745	-	780	13	3	8	6	28	36	6	8	14	14
CLUG_01997	Supercontig_1.2	1573835	1574905	-	1071	3167	318	2153	2268	2114	1837	2212	3084	2361	2346
CLUG_01998	Supercontig_1.2	1575991	1577100	+	1110	2155	254	1085	997	1480	1281	1140	1679	1884	1547
CLUG_01999	Supercontig_1.2	1578486	1580801	+	2316	3572	456	1890	1844	2662	2373	2184	2934	2783	2501
CLUG_02000	Supercontig_1.2	1581673	1584615	-	2943	1066	199	845	552	1326	888	1357	896	883	1012
CLUG_02001	Supercontig_1.2	1586361	1591133	+	4773	12899	2471	9025	4695	16828	14830	15010	11556	12388	11404
CLUG_02002	Supercontig_1.2	1591291	1591830	-	540	38	4	9	22	43	34	19	24	48	43
CLUG_02003	Supercontig_1.2	1593205	1593687	+	483	620	68	379	273	346	373	290	418	321	381
CLUG_02004	Supercontig_1.2	1594206	1596062	+	1857	3654	512	2213	1884	2403	1885	2101	2805	2387	2201
CLUG_02005	Supercontig_1.2	1596492	1597835	+	1344	9616	949	3992	3207	5961	6527	3289	5703	4962	4932
CLUG_02006	Supercontig_1.2	1599399	1603013	+	3615	16702	1912	9871	8052	12646	12558	9359	13160	12676	12300
CLUG_02007	Supercontig_1.2	1603845	1605428	+	1584	2187	297	1329	841	2780	3028	1101	1514	2204	2065
CLUG_02008	Supercontig_1.2	1606043	1606276	+	234	367	42	287	171	374	345	180	208	221	324
CLUG_02009	Supercontig_1.2	1606518	1608542	+	2025	747	79	359	346	715	717	301	498	678	539
CLUG_02010	Supercontig_1.2	1608590	1610962	-	2373	5349	796	4190	2922	7916	8606	3722	4283	5494	5801
CLUG_02011	Supercontig_1.2	1611467	1612804	-	1338	3709	288	1278	958	1705	1389	1473	2101	2105	2096
CLUG_02012	Supercontig_1.2	1613776	1615017	-	1242	11602	1231	6407	5862	8478	7553	5966	8400	8740	9301
CLUG_02013	Supercontig_1.2	1615388	1616641	-	1254	3051	335	1719	1602	2571	2285	1521	1943	2025	2148
CLUG_02014	Supercontig_1.2	1617162	1619234	-	2073	1532	216	1184	992	1569	1120	1111	1301	1427	1247
CLUG_02015	Supercontig_1.2	1620598	1622340	+	1743	2422	309	1620	1094	1844	2081	1432	1891	1830	2400
CLUG_02016	Supercontig_1.2	1623249	1625318	+	2070	11564	1730	12503	8327	21192	22230	8789	9787	13333	11823
CLUG_02017	Supercontig_1.2	1626207	1627880	+	1674	1163	161	488	399	1077	1233	620	1009	1129	1248
CLUG_02018	Supercontig_1.2	1628955	1630583	-	1629	1293	208	846	502	1155	1197	856	1212	1239	1317
CLUG_02019	Supercontig_1.2	1631234	1633039	-	1806	383	47	167	137	168	151	142	227	273	241
CLUG_02020	Supercontig_1.2	1633295	1633951	+	657	11	2	3	4	3	8	5	5	3	6
CLUG_02021	Supercontig_1.2	1635972	1636820	+	849	755	99	372	276	2815	3629	354	562	1195	1219
CLUG_02022	Supercontig_1.2	1637081	1638412	-	1332	359	55	392	202	46	24	454	292	106	123
CLUG_02023	Supercontig_1.2	1639721	1641631	-	1911	3348	598	2200	1479	3198	4336	2053	3540	3942	4189
CLUG_02024	Supercontig_1.2	1639787	1641658	+	1872	3244	583	2143	1447	3079	4255	1960	3432	3780	4072
CLUG_02025	Supercontig_1.2	1643299	1644144	-	846	3395	411	1983	1729	3361	3348	1837	2651	2978	3014
CLUG_02026	Supercontig_1.2	1644916	1645818	-	903	6393	877	5418	3679	9418	11080	4887	5760	7762	7782
CLUG_02027	Supercontig_1.2	1650085	1651779	-	1695	2114	171	464	312	1115	1302	681	1173	1040	914
CLUG_02028	Supercontig_1.2	1657093	1657710	-	618	4	0	1	0	0	2	2	1	1	2
CLUG_02029	Supercontig_1.2	1657109	1657720	-	612	0	0	1	0	0	2	0	0	0	1
CLUG_02030	Supercontig_1.2	1657493	1659751	+	2259	248	40	165	93	207	297	168	235	192	348
CLUG_02031	Supercontig_1.2	1658142	1658600	+	459	0	0	0	0	0	0	0	0	0	0
CLUG_02032	Supercontig_1.2	1659099	1659617	-	519	100	12	71	41	88	109	59	79	70	158
CLUG_02033	Supercontig_1.2	1660855	1662225	+	1371	8438	1132	6391	4451	6808	5748	5826	6648	6445	6006
CLUG_02034	Supercontig_1.2	1662296	1662949	-	654	10393	1313	8637	5765	24626	24439	7927	10460	16951	14566
CLUG_02035	Supercontig_1.2	1664706	1665623	+	918	207	30	173	56	244	209	109	107	163	200
CLUG_02036	Supercontig_1.2	1664780	1665529	-	750	149	19	139	41	165	156	89	84	104	147
CLUG_02037	Supercontig_1.2	1666400	1669198	-	2799	8109	1041	5231	3592	7583	7596	4645	6043	6832	6571
CLUG_02038	Supercontig_1.2	1670441	1672237	-	1797	1569	233	1234	680	1228	1184	1032	1188	1085	1187
CLUG_02039	Supercontig_1.2	1673879	1674883	+	1005	1282	163	853	265	941	968	634	840	1172	1014
CLUG_02040	Supercontig_1.2	1675861	1677168	+	1308	3377	513	3075	2387	3934	3886	2635	3124	3484	3336
CLUG_02041	Supercontig_1.2	1680682	1682055	+	1374	1637	183	890	546	1524	2018	825	1184	1492	1918
CLUG_02042	Supercontig_1.2	1682605	1683603	-	999	1297	200	497	1039	6478	10255	815	1038	7028	14150
CLUG_02043	Supercontig_1.2	1686857	1687756	+	900	2499	284	1237	762	2608	3141	1199	1930	2110	2525
CLUG_02044	Supercontig_1.2	1688220	1689383	+	1164	527	54	396	333	67	64	422	601	108	231
CLUG_02045	Supercontig_1.2	1688272	1688823	+	552	0	0	0	0	0	0	0	0	0	0
CLUG_02046	Supercontig_1.2	1690696	1692531	-	1836	1708	218	945	497	1165	1026	1094	1327	1153	1064
CLUG_02047	Supercontig_1.2	1693467	1694975	-	1509	11701	1759	6537	5825	9421	8401	8881	11416	10144	9226
CLUG_02048	Supercontig_1.2	1695508	1696044	+	537	21	2	16	13	20	16	19	23	11	12
CLUG_02049	Supercontig_1.2	1696894	1697715	-	822	1065	146	603	491	618	566	537	789	737	699
CLUG_02050	Supercontig_1.2	1698758	1702318	-	3561	2654	457	1898	1321	1665	1430	2005	2331	1849	1756
CLUG_02051	Supercontig_1.2	1702766	1703560	-	795	534	90	448	187	525	719	520	536	398	562
CLUG_02052	Supercontig_1.2	1706396	1707286	-	891	2287	275	6539	3271	581	471	4634	4471	1532	2609
CLUG_02053	Supercontig_1.2	1708183	1709994	+	1812	5397	730	3053	1947	6091	4825	3594	3947	4540	3315
CLUG_02054	Supercontig_1.2	1712358	1713014	+	657	219	33	149	102	251	181	154	202	261	207
CLUG_02055	Supercontig_1.2	1713101	1713820	-	720	481	72	394	240	450	527	282	407	428	639
CLUG_02056	Supercontig_1.2	1716584	1717534	+	951	304	36	160	120	292	291	137	211	251	314
CLUG_02057	Supercontig_1.2	1719005	1722253	+	3249	9223	1448	6593	4753	12218	12698	9284	8876	10385	11267
CLUG_02058	Supercontig_1.2	1723985	1724884	+	900	777	113	449	309	751	647	430	566	761	575
CLUG_02059	Supercontig_1.2	1724903	1725562	-	660	2684	419	1891	1308	2700	2367	1694	2102	2516	2356
CLUG_02060	Supercontig_1.2	1725326	1725799	+	474	1350	205	1143	748	1306	1505	878	992	1169	1487
CLUG_02061	Supercontig_1.2	1725931	1728252	-	2322	4477	642	2769	2187	4379	4463	3173	3576	3957	3811
CLUG_02062	Supercontig_1.2	1730858	1731922	-	1065	1228	174	722	733	994	1076	759	884	954	1019
CLUG_02063	Supercontig_1.2	1730864	1731997	+	1134	1252	172	773	732	1037	1047	816	972	989	1035
CLUG_02064	Supercontig_1.2	1733657	1734397	+	741	3	0	2	0	0	6	2	0	5	6
CLUG_02065	Supercontig_1.2	1735103	1736242	+	1140	484	84	322	204	279	247	274	313	299	315
CLUG_02066	Supercontig_1.2	1738125	1739957	+	1833	3537	510	2919	1692	2507	2165	2742	2818	2474	2383
CLUG_02067	Supercontig_1.2	1740467	1741636	+	1170	913	114	597	383	710	701	516	711	737	767
CLUG_02068	Supercontig_1.2	1740539	1741231	-	693	466	57	311	190	348	384	231	325	343	438
CLUG_02069	Supercontig_1.2	1742422	1743375	+	954	51	15	41	24	23	23	30	43	28	44
CLUG_02070	Supercontig_1.2	1744301	1745341	+	1041	1208	171	1417	450	608	716	1409	1557	1318	1940
CLUG_02071	Supercontig_1.2	1747200	1748207	+	1008	1998	301	1204	707	1604	1312	1120	1478	1548	1631
CLUG_02072	Supercontig_1.2	1748780	1750870	+	2091	2087	297	1508	1071	1347	1331	1293	1467	1460	1471
CLUG_02073	Supercontig_1.2	1751577	1751765	-	189	3963	263	2175	2878	3071	3965	1526	3081	2918	3265
CLUG_02074	Supercontig_1.2	1751962	1752249	+	288	8201	556	4137	6714	5917	7224	3429	6992	6110	5810
CLUG_02075	Supercontig_1.2	1752926	1754227	-	1302	597	68	341	311	874	902	337	464	762	714
CLUG_02076	Supercontig_1.2	1752984	1753541	+	558	341	39	198	181	475	516	170	253	459	405
CLUG_02077	Supercontig_1.2	1755685	1757226	-	1542	9562	2248	12166	4997	14379	10747	21563	9757	9834	9342
CLUG_02078	Supercontig_1.2	1755802	1757082	+	1281	9252	2180	11594	4804	14017	10350	21059	9454	9583	9098
CLUG_02079	Supercontig_1.2	1757611	1758285	-	675	9	2	5	4	7	3	14	7	4	3
CLUG_02080	Supercontig_1.2	1758005	1758871	-	867	2	1	4	2	3	5	15	8	3	2
CLUG_02081	Supercontig_1.2	1759589	1760752	-	1164	518	170	797	161	204	83	1288	745	304	189
CLUG_02082	Supercontig_1.2	1759640	1760728	+	1089	449	145	688	143	181	70	1091	671	268	169
CLUG_02083	Supercontig_1.2	1765192	1767429	+	2238	1941	257	1159	893	1397	1512	1149	1540	1613	1670
CLUG_02084	Supercontig_1.2	1767990	1769492	-	1503	831	113	466	327	732	884	467	597	804	812
CLUG_02085	Supercontig_1.2	1769713	1771149	+	1437	651	89	432	284	376	534	337	461	476	745
CLUG_02086	Supercontig_1.2	1772245	1773549	-	1305	357	26	105	120	283	233	120	248	288	312
CLUG_02087	Supercontig_1.2	1775276	1777579	-	2304	4218	694	5231	5492	4825	4172	4445	4978	4570	4244
CLUG_02088	Supercontig_1.2	1777889	1779853	+	1965	4137	574	3303	3494	2420	1826	3260	3762	2586	2549
CLUG_02089	Supercontig_1.2	1780314	1782572	+	2259	3798	481	2203	1656	3559	3483	2121	2848	3280	2988
CLUG_02090	Supercontig_1.2	1783367	1784716	+	1350	709	54	248	274	451	542	308	573	511	463
CLUG_02091	Supercontig_1.2	1785008	1785313	-	306	1239	194	865	654	2312	2413	819	932	1356	1215
CLUG_02092	Supercontig_1.2	1785867	1786313	+	447	1467	173	942	718	1888	1818	791	974	1312	1331
CLUG_02093	Supercontig_1.2	1786408	1787838	-	1431	3362	408	1802	1395	3467	2680	1945	2414	2903	2311
CLUG_02094	Supercontig_1.2	1788267	1789937	-	1671	5547	875	4473	2222	3318	2744	4385	4886	5685	4362
CLUG_02095	Supercontig_1.2	1790578	1791525	+	948	1347	191	1156	991	1443	1058	972	1315	1324	1226
CLUG_02096	Supercontig_1.2	1791934	1793661	+	1728	3504	460	1921	1748	3425	2830	2205	2730	2640	2684
CLUG_02097	Supercontig_1.2	1793959	1796454	+	2496	2278	303	1409	1228	2149	1745	1509	1855	2038	1532
CLUG_02098	Supercontig_1.2	1796534	1797172	-	639	1165	141	849	794	1722	1278	868	1111	1469	1281
CLUG_02099	Supercontig_1.2	1797962	1799572	+	1611	2828	351	2020	1525	1783	1399	1834	2082	1658	1632
CLUG_02100	Supercontig_1.2	1799916	1800500	+	585	3705	679	2844	2545	5344	3610	3817	3389	4393	3075
CLUG_02101	Supercontig_1.2	1800902	1802314	+	1413	18154	3067	11751	6973	27523	24130	18886	18239	19280	15554
CLUG_02102	Supercontig_1.2	1802365	1802703	-	339	1661	192	973	1196	2151	1203	1096	1433	1523	1131
CLUG_02103	Supercontig_1.2	1802885	1804300	+	1416	29939	3672	30554	34848	23704	20303	29246	31156	23206	20463
CLUG_02104	Supercontig_1.2	1805302	1806189	+	888	1683	312	1097	1424	213	129	1084	1267	200	285
CLUG_02105	Supercontig_1.2	1809473	1810342	-	870	1543	188	905	654	1077	765	954	1218	1070	917
CLUG_02106	Supercontig_1.2	1811004	1811972	+	969	40309	5756	30860	20120	42137	32940	26498	29910	28961	27989
CLUG_02107	Supercontig_1.2	1812185	1812643	+	459	918	141	325	280	704	646	383	542	725	634
CLUG_02108	Supercontig_1.2	1812885	1814450	+	1566	2921	487	1562	1286	1347	1175	1590	2216	1435	1316
CLUG_02109	Supercontig_1.2	1814480	1815895	-	1416	1069	133	544	356	854	777	516	708	831	710
CLUG_02110	Supercontig_1.2	1815953	1816759	-	807	6777	1014	6106	3667	8283	6534	6252	5328	6681	7056
CLUG_02111	Supercontig_1.2	1817494	1818060	+	567	9570	1228	6694	4888	25776	21953	6840	8838	16758	12920
CLUG_02112	Supercontig_1.2	1817533	1818051	-	519	9370	1215	6501	4793	25365	21331	6725	8654	16474	12677
CLUG_02113	Supercontig_1.2	1818664	1819656	-	993	27295	2096	16151	23838	19022	14048	18037	25505	16737	10955
CLUG_02114	Supercontig_1.2	1820211	1821491	-	1281	3717	563	2683	1839	3419	2120	4780	4170	2674	2713
CLUG_02115	Supercontig_1.2	1821925	1824660	-	2736	2406	288	1295	1110	1987	1678	1316	1653	1929	1499
CLUG_02116	Supercontig_1.2	1826312	1827649	-	1338	902	134	474	319	1002	796	524	653	849	658
CLUG_02117	Supercontig_1.2	1827957	1831373	+	3417	3798	448	1829	1340	3060	2796	1621	2628	3094	2545
CLUG_02118	Supercontig_1.2	1831416	1832717	-	1302	1183	181	755	498	1334	1111	734	838	1101	972
CLUG_02119	Supercontig_1.2	1832702	1833067	+	366	1361	186	849	690	1388	1087	874	966	1238	1032
CLUG_02120	Supercontig_1.2	1833592	1836105	-	2514	5773	728	3621	3717	1830	1618	2901	3879	2076	2361
CLUG_02121	Supercontig_1.2	1837144	1838544	-	1401	3110	545	3268	2134	3251	2510	3232	2853	3102	2558
CLUG_02122	Supercontig_1.2	1841072	1843087	-	2016	6875	943	3772	3318	8622	7817	5132	6349	7556	6291
CLUG_02123	Supercontig_1.2	1844360	1846030	+	1671	19803	2764	14850	11396	5654	4225	21536	26468	12104	9815
CLUG_02124	Supercontig_1.2	1846468	1848693	-	2226	2353	316	1689	1528	1889	1922	1547	2035	1956	2108
CLUG_02125	Supercontig_1.2	1850003	1850317	+	315	697	113	427	308	1231	962	490	583	734	566
CLUG_02126	Supercontig_1.2	1852108	1853184	-	1077	153923	16615	148230	227598	128556	102664	101935	116279	145937	107385
CLUG_02127	Supercontig_1.2	1855200	1855763	+	564	539	75	577	419	521	639	286	414	417	693
CLUG_02128	Supercontig_1.2	1856710	1857744	+	1035	1690	225	1092	639	1185	1179	1002	1226	1212	1339
CLUG_02129	Supercontig_1.2	1858929	1859708	+	780	4491	587	3296	1297	5275	5499	2626	3265	4832	4110
CLUG_02130	Supercontig_1.2	1861210	1861821	-	612	85	12	52	47	34	22	67	74	56	45
CLUG_02131	Supercontig_1.2	1861506	1861976	-	471	63	7	23	21	25	18	36	42	32	51
CLUG_02132	Supercontig_1.2	1861975	1863873	+	1899	245	31	147	84	89	96	135	151	167	260
CLUG_02133	Supercontig_1.2	1862695	1863162	-	468	79	11	39	26	27	27	54	47	51	67
CLUG_02134	Supercontig_1.2	1863092	1864483	-	1392	33	2	14	14	12	14	16	16	24	26
CLUG_02135	Supercontig_1.2	1863197	1864459	+	1263	28	0	9	8	7	3	19	18	26	16
CLUG_02136	Supercontig_1.2	1863273	1864262	-	990	0	0	0	0	0	0	0	0	0	0
CLUG_02137	Supercontig_1.2	1864141	1864593	+	453	1	0	4	9	2	3	3	6	3	6
CLUG_02138	Supercontig_1.2	1867174	1868727	+	1554	845	95	679	776	598	581	540	680	558	675
CLUG_02139	Supercontig_1.2	1869951	1870721	-	771	4825	739	3841	2013	1953	2146	1822	1974	2370	2653
CLUG_02140	Supercontig_1.2	1871735	1872379	+	645	453	51	313	187	308	284	202	287	283	347
CLUG_02141	Supercontig_1.2	1872443	1873774	-	1332	2537	293	1417	1076	2271	2062	1369	1960	2248	1925
CLUG_02142	Supercontig_1.2	1875281	1877071	+	1791	4553	489	2455	1351	2160	2277	2541	3261	2254	2576
CLUG_02143	Supercontig_1.2	1875569	1877152	-	1584	4652	498	2525	1370	2171	2376	2539	3359	2290	2618
CLUG_02144	Supercontig_1.2	1877839	1879230	-	1392	6577	913	4353	3359	6563	5221	4089	4969	5625	5390
CLUG_02145	Supercontig_1.2	1880381	1881148	-	768	2170	353	1439	859	4153	3668	2656	1944	3027	3521
CLUG_02146	Supercontig_1.2	1883085	1883981	-	897	292	37	190	132	284	395	140	213	259	455
CLUG_02147	Supercontig_1.2	1887985	1891545	+	3561	12397	1718	6191	2864	9291	9247	5798	8021	9004	7329
CLUG_02148	Supercontig_1.2	1892085	1893179	-	1095	730	88	424	331	672	623	407	555	662	614
CLUG_02149	Supercontig_1.2	1895393	1896442	-	1050	1303	147	627	404	1351	1223	677	1061	1279	1349
CLUG_02150	Supercontig_1.2	1896414	1898405	+	1992	817	121	679	376	776	730	537	656	640	738
CLUG_02151	Supercontig_1.2	1901654	1903453	+	1800	6340	805	2701	1592	5408	5066	3246	4794	5589	4688
CLUG_02152	Supercontig_1.2	1903600	1905084	-	1485	2805	335	1793	1202	2111	1969	1653	2248	1913	1936
CLUG_02153	Supercontig_1.2	1905439	1905909	+	471	17895	2241	13243	7861	1999	1809	6199	8583	2873	5739
CLUG_02154	Supercontig_1.2	1905457	1905957	-	501	18590	2325	13726	8194	2153	1961	6393	8923	3021	5968
CLUG_02155	Supercontig_1.2	1907152	1907838	+	687	2183	291	1760	1261	650	401	1686	2025	1416	1042
CLUG_02156	Supercontig_1.2	1909476	1910582	-	1107	99081	17159	97407	19945	14986	16508	137	117	59	254
CLUG_02157	Supercontig_1.2	1910107	1910613	+	507	47684	8613	41500	9840	7954	6711	28	46	22	102
CLUG_02158	Supercontig_1.2	1911547	1913853	+	2307	2024	287	1193	987	1216	1106	1243	1660	1269	1260
CLUG_02159	Supercontig_1.2	1914147	1916015	-	1869	1634	233	1165	930	908	840	1071	1216	1054	1001
CLUG_02160	Supercontig_1.2	1916764	1917408	-	645	4641	564	2835	1993	3890	3235	2062	2909	3302	3339
CLUG_02161	Supercontig_1.2	1916854	1917129	+	276	4519	553	2770	1940	3842	3183	2032	2844	3246	3265
CLUG_02162	Supercontig_1.2	1918567	1920603	+	2037	2070	277	1151	1318	2059	1882	1592	1859	1801	2253
CLUG_02163	Supercontig_1.2	1921490	1922185	-	696	767	75	238	171	459	412	374	607	532	413
CLUG_02164	Supercontig_1.2	1921596	1922402	+	807	1112	107	417	263	681	644	587	907	770	657
CLUG_02165	Supercontig_1.2	1922753	1923568	+	816	1353	165	654	455	898	790	688	1050	929	943
CLUG_02166	Supercontig_1.2	1924133	1927471	-	3339	3214	439	1463	1139	2811	2495	1592	2417	2799	2930
CLUG_02167	Supercontig_1.2	1928660	1930132	-	1473	3124	427	1425	1371	968	748	2123	2534	1724	1357
CLUG_02168	Supercontig_1.2	1930802	1931464	-	663	11588	1339	6641	7845	11610	9352	7455	9848	9256	7815
CLUG_02169	Supercontig_1.2	1930827	1931222	+	396	6225	709	4057	4161	5976	5570	3903	5210	4919	4612
CLUG_02170	Supercontig_1.2	1932025	1935324	-	3300	1274	164	729	462	776	701	1022	1238	1023	892
CLUG_02171	Supercontig_1.2	1933527	1934015	-	489	0	0	0	0	0	0	0	0	0	0
CLUG_02172	Supercontig_1.2	1933867	1934493	+	627	14	3	13	7	7	15	5	7	14	18
CLUG_02173	Supercontig_1.2	1933907	1934665	+	759	31	6	37	6	13	27	10	24	22	23
CLUG_02174	Supercontig_1.2	1935669	1936949	-	1281	8667	1092	3307	2899	9270	6975	4836	7148	8312	6617
CLUG_02175	Supercontig_1.2	1935831	1936931	+	1101	7372	930	2934	2409	8357	6381	4345	6203	7071	5875
CLUG_02176	Supercontig_1.2	1939404	1941491	+	2088	71	6	24	15	16	14	33	68	48	39
CLUG_02177	Supercontig_1.2	1944025	1945197	+	1173	1151	145	733	515	652	656	626	776	867	1004
CLUG_02178	Supercontig_1.2	1946148	1949393	+	3246	14983	2404	8348	6602	10357	7812	9104	12069	12724	8433
CLUG_02179	Supercontig_1.2	1951802	1956241	-	4440	2348	833	1014	148	68	44	189	150	99	71
CLUG_02180	Supercontig_1.2	1958926	1960686	+	1761	3750	517	2382	1857	2719	2075	2442	2772	2685	2284
CLUG_02181	Supercontig_1.2	1960953	1961897	-	945	1228	157	816	508	813	835	784	881	847	965
CLUG_02182	Supercontig_1.2	1963264	1964961	+	1698	14335	2432	13031	5696	10239	9771	10014	9555	9777	12217
CLUG_02183	Supercontig_1.2	1965592	1968312	-	2721	2420	410	1792	1137	2142	2478	1670	2330	2456	2409
CLUG_02184	Supercontig_1.2	1969332	1969802	+	471	211	28	202	98	259	178	179	205	210	195
CLUG_02185	Supercontig_1.2	1971311	1971775	+	465	324	41	190	112	245	160	228	200	225	196
CLUG_02186	Supercontig_1.2	1972407	1972937	+	531	2768	393	1611	1165	1865	1416	1594	1685	1530	1484
CLUG_02187	Supercontig_1.2	1973631	1974104	+	474	2174	293	1249	984	1333	1117	1347	1516	1281	1146
CLUG_02188	Supercontig_1.2	1974714	1975211	+	498	457	59	237	177	244	181	234	305	305	238
CLUG_02189	Supercontig_1.2	1975821	1976285	-	465	10	0	3	5	1	2	5	8	1	4
CLUG_02190	Supercontig_1.2	1975858	1976331	+	474	11	0	3	4	2	2	5	9	1	4
CLUG_02191	Supercontig_1.2	1976845	1977333	+	489	334	42	234	128	221	196	238	217	242	206
